kegg_protein_id	uniprot_id
ecq:ECED1_2714	B7MXD0
ecq:ECED1_2715	B7MXT0
ecq:ECED1_2716	B7MXT1
ecq:ECED1_2717	B7MXT2
ecq:ECED1_2718	B7MXD4
ecq:ECED1_2719	B7MXT4
ecq:ECED1_2720	B7MXT5
ecq:ECED1_2721	B7MXT6
ecq:ECED1_2722	B7MXT7
ecq:ECED1_2724	B7MXT9
ecq:ECED1_2725	B7MXU0
ecq:ECED1_2726	B7MXU1
ecq:ECED1_2727	B7MXU2
ecq:ECED1_2728	B7MXU3
ecq:ECED1_2729	B7MXE4
ecq:ECED1_2730	B7MXU5
ecq:ECED1_2731	B7MXU6
ecq:ECED1_2732	B7MXE7
ecq:ECED1_2733	B7MXE8
ecq:ECED1_2734	B7MXE9
ecq:ECED1_2735	B7MXF0
ecq:ECED1_2736	B7MXV1
ecq:ECED1_2737	B7MXV2
ecq:ECED1_2738	B7MXV3
ecq:ECED1_2739	B7MXV4
ecq:ECED1_2740	B7MXV5
ecq:ECED1_2741	B7MXV6
ecq:ECED1_2742	B7MXV7
ecq:ECED1_2743	B7MXV8
ecq:ECED1_2744	B7MXF9
ecq:ECED1_2745	B7MXG0
ecq:ECED1_2746	B7MXW1
ecq:ECED1_2747	B7MXW2
ecq:ECED1_2748	B7MXW3
ecq:ECED1_2749	B7MXW4
ecq:ECED1_2750	B7MXG5
ecq:ECED1_2751	B7MXW6
ecq:ECED1_2752	B7MXG7
ecq:ECED1_2753	B7MXG8
ecq:ECED1_2754	B7MXW9
ecq:ECED1_2755	B7MXX0
ecq:ECED1_2756	B7MXX1
ecq:ECED1_2757	B7MXX2
ecq:ECED1_2758	B7MXH3
ecq:ECED1_2759	B7MXH4
ecq:ECED1_2760	B7MXH5
ecq:ECED1_2761	B7MXX5
ecq:ECED1_2762	B7MXX6
ecq:ECED1_2763	B7MXX7
ecq:ECED1_2764	B7MXX8
ecq:ECED1_2765	B7MXX9
ecq:ECED1_2766	B7MXY0
ecq:ECED1_2767	B7MXY1
ecq:ECED1_2768	B7MXY2
ecq:ECED1_2769	B7MXY3
ecq:ECED1_2770	B7MXY4
ecq:ECED1_2771	B7MXY5
ecq:ECED1_2772	B7N2Z6
ecq:ECED1_2773	B7MXY6
ecq:ECED1_2774	B7MXI9
ecq:ECED1_2775	B7MXY8
ecq:ECED1_2776	B7MXY9
ecq:ECED1_2777	B7MXJ2
ecq:ECED1_2778	B7MXZ1
ecq:ECED1_2779	B7MXZ2
ecq:ECED1_2780	B7MXZ3
ecq:ECED1_2781	B7MXZ4
ecq:ECED1_2782	B7MXZ5
ecq:ECED1_2783	B7MXZ6
ecq:ECED1_2784	B7MXZ7
ecq:ECED1_2785	B7MXZ8
ecq:ECED1_2786	B7MXZ9
ecq:ECED1_2787	B7MY00
ecq:ECED1_2788	B7MY01
ecq:ECED1_2789	B7MY02
ecq:ECED1_2790	B7MXK5
ecq:ECED1_2791	B7MY04
ecq:ECED1_2792	B7MY05
ecq:ECED1_2793	B7MY06
ecq:ECED1_2794	B7MY07
ecq:ECED1_2795	B7MY08
ecq:ECED1_2796	B7MY09
ecq:ECED1_2797	B7MY10
ecq:ECED1_2798	B7MY11
ecq:ECED1_2799	B7MY12
ecq:ECED1_2800	B7MY13
ecq:ECED1_2801	B7MY14
ecq:ECED1_2802	B7MY15
ecq:ECED1_2803	B7N2Z7
ecq:ECED1_2804	B7MY16
ecq:ECED1_2805	B7MY17
ecq:ECED1_2806	B7MY18
ecq:ECED1_2807	B7MXM2
ecq:ECED1_2808	B7MY20
ecq:ECED1_2809	B7MY21
ecq:ECED1_2810	B7MY22
ecq:ECED1_2811	B7MY23
ecq:ECED1_2812	B7MY24
ecq:ECED1_2813	B7MY25
ecq:ECED1_2814	B7MY26
ecq:ECED1_2815	B7MY27
ecq:ECED1_2816	B7MY28
ecq:ECED1_2817	B7MY29
ecq:ECED1_2818	B7MXN3
ecq:ECED1_2819	B7MY31
ecq:ECED1_2820	B7MY32
ecq:ECED1_2821	B7MY33
ecq:ECED1_2822	B7MY34
ecq:ECED1_2823	B7MXN8
ecq:ECED1_2824	B7MXN9
ecq:ECED1_2825	B7MY37
ecq:ECED1_2826	B7MY38
ecq:ECED1_2827	B7MXP2
ecq:ECED1_2828	B7MY40
ecq:ECED1_2829	B7MY41
ecq:ECED1_2830	B7MY42
ecq:ECED1_2831	B7MY43
ecq:ECED1_2832	B7MY44
ecq:ECED1_2833	B7MY45
ecq:ECED1_2834	B7N2Z8
ecq:ECED1_2835	B7MY46
ecq:ECED1_2836	B7MXQ1
ecq:ECED1_2837	B7MXQ2
ecq:ECED1_2838	B7MY49
ecq:ECED1_2839	B7MY50
ecq:ECED1_2841	B7MRY8
ecq:ECED1_2842	B7MRY9
ecq:ECED1_2844	B7MY55
ecq:ECED1_2845	B7MY56
ecq:ECED1_2846	B7MY57
ecq:ECED1_2847	B7N2Z9
ecq:ECED1_2848	B7MY58
ecq:ECED1_2849	B7MY59
ecq:ECED1_2850	B7MY60
ecq:ECED1_2851	B7MY61
ecq:ECED1_2852	B7MXR7
ecq:ECED1_2853	B7MY63
ecq:ECED1_2854	B7N300
ecq:ECED1_2855	B7MY64
ecq:ECED1_2856	B7MY65
ecq:ECED1_2857	B7MY66
ecq:ECED1_2858	B7MXS3
ecq:ECED1_2859	B7MXS4
ecq:ECED1_2860	B7MY69
ecq:ECED1_2861	B7MY70
ecq:ECED1_2862	B7MY71
ecq:ECED1_2863	B7MY72
ecq:ECED1_2864	B7MXS9
ecq:ECED1_2865	B7MY74
ecq:ECED1_2866	B7MY75
ecq:ECED1_2867	B7MY76
ecq:ECED1_2868	B7MXT3
ecq:ECED1_2869	B7MY78
ecq:ECED1_2870	B7MY79
ecq:ECED1_2871	B7MY80
ecq:ECED1_2873	B7MXT8
ecq:ECED1_2874	B7MY83
ecq:ECED1_2875	B7MY84
ecq:ECED1_2876	B7MY85
ecq:ECED1_2877	B7N301
ecq:ECED1_2878	B7MY86
ecq:ECED1_2879	B7MXU4
ecq:ECED1_2880	B7N302
ecq:ECED1_2881	B7MY87
ecq:ECED1_2882	B7MXU7
ecq:ECED1_2883	B7MXU8
ecq:ECED1_2884	B7MXU9
ecq:ECED1_2885	B7MXV0
ecq:ECED1_2886	B7MY92
ecq:ECED1_2887	B7MY93
ecq:ECED1_2888	B7MY94
ecq:ECED1_2889	B7MY95
ecq:ECED1_2890	B7MY96
ecq:ECED1_2891	B7MY97
ecq:ECED1_2892	B7MY98
ecq:ECED1_2893	B7MY99
ecq:ECED1_2894	B7MXV9
ecq:ECED1_2895	B7MXW0
ecq:ECED1_2896	B7MYA2
ecq:ECED1_2897	B7MYA3
ecq:ECED1_2898	B7MYA4
ecq:ECED1_2899	B7MYA5
ecq:ECED1_2900	B7MXW5
ecq:ECED1_2901	B7MYA7
ecq:ECED1_2902	B7MXW7
ecq:ECED1_2903	B7MXW8
ecq:ECED1_2904	B7MYB0
ecq:ECED1_2905	B7MYB1
ecq:ECED1_2906	B7MYB2
ecq:ECED1_2907	B7N303
ecq:ECED1_2908	B7MXX3
ecq:ECED1_2909	B7MXX4
ecq:ECED1_2911	B7MYB5
ecq:ECED1_2912	B7MYB6
ecq:ECED1_2913	B7MYB7
ecq:ECED1_2914	B7MYB8
ecq:ECED1_2915	B7MYB9
ecq:ECED1_2916	B7MYC0
ecq:ECED1_2917	B7MYC1
ecq:ECED1_2918	B7MYC2
ecq:ECED1_2919	B7MYC3
ecq:ECED1_2920	B7MYC4
ecq:ECED1_2921	B7MYC5
ecq:ECED1_2923	B7MYC7
ecq:ECED1_2924	B7MXY7
ecq:ECED1_2925	B7MYC9
ecq:ECED1_2926	B7MYD0
ecq:ECED1_2927	B7MXZ0
ecq:ECED1_2928	B7MYD2
ecq:ECED1_2929	B7MYD3
ecq:ECED1_2930	B7MYD4
ecq:ECED1_2931	B7MYD5
ecq:ECED1_2932	B7MYD6
ecq:ECED1_2933	B7MYD7
ecq:ECED1_2934	B7MYD8
ecq:ECED1_2935	B7MNT5
ecq:ECED1_2936	B7MNT4
ecq:ECED1_2939	B7MYE3
ecq:ECED1_2940	B7MY03
ecq:ECED1_2941	B7MYE5
ecq:ECED1_2942	B7MYE6
ecq:ECED1_2943	B7MYE7
ecq:ECED1_2944	B7MYE8
ecq:ECED1_2945	B7MYE9
ecq:ECED1_2946	B7MYF0
ecq:ECED1_2947	B7MYF1
ecq:ECED1_2948	B7N304
ecq:ECED1_2949	B7MYF2
ecq:ECED1_2950	B7MYF3
ecq:ECED1_2951	B7MYF4
ecq:ECED1_2952	B7MYF5
ecq:ECED1_2953	B7MYF6
ecq:ECED1_2954	B7MYF7
ecq:ECED1_2955	B7MYF8
ecq:ECED1_2956	B7MYF9
ecq:ECED1_2957	B7MY19
ecq:ECED1_2958	B7MYG1
ecq:ECED1_2959	B7MYG2
ecq:ECED1_2960	B7N305
ecq:ECED1_2961	B7MYG3
ecq:ECED1_2962	B7MYG4
ecq:ECED1_2963	B7MYG5
ecq:ECED1_2964	B7MYG6
ecq:ECED1_2966	B7MYG8
ecq:ECED1_2967	B7MYG9
ecq:ECED1_2968	B7MY30
ecq:ECED1_2969	B7MYH1
ecq:ECED1_2970	B7MYH2
ecq:ECED1_2971	B7MYH3
ecq:ECED1_2972	B7MYH4
ecq:ECED1_2973	B7MY35
ecq:ECED1_2974	B7MY36
ecq:ECED1_2975	B7MYH7
ecq:ECED1_2976	B7MYH8
ecq:ECED1_2977	B7MY39
ecq:ECED1_2978	B7MYI0
ecq:ECED1_2979	B7MYI1
ecq:ECED1_2980	B7MYI2
ecq:ECED1_2981	B7MYI3
ecq:ECED1_2982	B7MYI4
ecq:ECED1_2983	B7MYI5
ecq:ECED1_2985	B7MYI7
ecq:ECED1_2986	B7MY47
ecq:ECED1_2987	B7MY48
ecq:ECED1_2988	B7MYJ0
ecq:ECED1_2989	B7MYJ1
ecq:ECED1_2990	B7MYJ2
ecq:ECED1_2991	B7MY52
ecq:ECED1_2992	B7MYJ4
ecq:ECED1_2993	B7MYJ5
ecq:ECED1_2994	B7MYJ6
ecq:ECED1_2995	B7MYJ7
ecq:ECED1_2996	B7MYJ8
ecq:ECED1_2998	B7MYK0
ecq:ECED1_2999	B7MYK1
ecq:ECED1_3000	B7MYK2
ecq:ECED1_3001	B7MYK3
ecq:ECED1_3002	B7MY62
ecq:ECED1_3003	B7MYK5
ecq:ECED1_3005	B7MYK7
ecq:ECED1_3006	B7MYK8
ecq:ECED1_3007	B7MYK9
ecq:ECED1_3008	B7MY67
ecq:ECED1_3009	B7MY68
ecq:ECED1_3010	B7MYL2
ecq:ECED1_3011	B7MYL3
ecq:ECED1_3012	B7MYL4
ecq:ECED1_3013	B7MYL5
ecq:ECED1_3014	B7MY73
ecq:ECED1_3015	B7MYL7
ecq:ECED1_3016	B7MYL8
ecq:ECED1_3017	B7MYL9
ecq:ECED1_3018	B7MY77
ecq:ECED1_3019	B7MYM1
ecq:ECED1_3020	B7MNT5
ecq:ECED1_3021	B7MNT4
ecq:ECED1_3022	B7MY81
ecq:ECED1_3023	B7MY82
ecq:ECED1_3024	B7MYM6
ecq:ECED1_3025	B7MYM7
ecq:ECED1_3033	B7MYN4
ecq:ECED1_3034	B7MY88
ecq:ECED1_3035	B7MY89
ecq:ECED1_3036	B7MY90
ecq:ECED1_3037	B7MY91
ecq:ECED1_3038	B7MYN9
ecq:ECED1_3039	B7MYP0
ecq:ECED1_3040	B7MYP1
ecq:ECED1_3041	B7MYP2
ecq:ECED1_3042	B7MYP3
ecq:ECED1_3043	B7MYP4
ecq:ECED1_3044	B7MYP5
ecq:ECED1_3045	B7MYP6
ecq:ECED1_3046	B7MYA0
ecq:ECED1_3047	B7MYA1
ecq:ECED1_3048	B7MYP8
ecq:ECED1_3049	B7MYP9
ecq:ECED1_3050	B7MYQ0
ecq:ECED1_3051	B7MYQ1
ecq:ECED1_3052	B7MYA6
ecq:ECED1_3053	B7MYQ3
ecq:ECED1_3054	B7MYA8
ecq:ECED1_3055	B7MYA9
ecq:ECED1_3056	B7MYQ6
ecq:ECED1_3057	B7MYQ7
ecq:ECED1_3058	B7MYQ8
ecq:ECED1_3061	B7MYB3
ecq:ECED1_3062	B7MYB4
ecq:ECED1_3063	B7MYR3
ecq:ECED1_3064	B7MYR4
ecq:ECED1_3065	B7MYR5
ecq:ECED1_3066	B7MYR6
ecq:ECED1_3067	B7MYR7
ecq:ECED1_3068	B7MYR8
ecq:ECED1_3069	B7MYR9
ecq:ECED1_3070	B7MYS0
ecq:ECED1_3071	B7MYS1
ecq:ECED1_3073	B7MYC6
ecq:ECED1_3074	B7MYS4
ecq:ECED1_3075	B7MYC8
ecq:ECED1_3076	B7MYS6
ecq:ECED1_3077	B7MYS7
ecq:ECED1_3078	B7MYD1
ecq:ECED1_3079	B7MYS8
ecq:ECED1_3080	B7MYS9
ecq:ECED1_3081	B7MYT0
ecq:ECED1_3082	B7MYT1
ecq:ECED1_3083	B7MYT2
ecq:ECED1_3084	B7MYT3
ecq:ECED1_3085	B7MYT4
ecq:ECED1_3086	B7MYT5
ecq:ECED1_3087	B7MYT6
ecq:ECED1_3088	B7MYT7
ecq:ECED1_3089	B7MYT8
ecq:ECED1_3090	B7MYT9
ecq:ECED1_3091	B7MYE4
ecq:ECED1_3092	B7MYU1
ecq:ECED1_3093	B7MYU2
ecq:ECED1_3094	B7MYU3
ecq:ECED1_3096	B7MYU5
ecq:ECED1_3097	B7MYU6
ecq:ECED1_3098	B7MYU7
ecq:ECED1_3100	B7MNT5
ecq:ECED1_3101	B7MNT4
ecq:ECED1_3102	B7MYV1
ecq:ECED1_3103	B7MYV2
ecq:ECED1_3104	B7MYV3
ecq:ECED1_3105	B7MYV4
ecq:ECED1_3106	B7MYV5
ecq:ECED1_3107	B7MYV6
ecq:ECED1_3108	B7MYG0
ecq:ECED1_3109	B7MYV8
ecq:ECED1_3110	B7MYV9
ecq:ECED1_3112	B7MYW1
ecq:ECED1_3113	B7MYW2
ecq:ECED1_3114	B7MYW3
ecq:ECED1_3115	B7MYW4
ecq:ECED1_3116	B7MYG7
ecq:ECED1_3117	B7MYW6
ecq:ECED1_3118	B7MYW7
ecq:ECED1_3119	B7MYH0
ecq:ECED1_3120	B7MYW9
ecq:ECED1_3121	B7MYX0
ecq:ECED1_3122	B7MYX1
ecq:ECED1_3123	B7MYX2
ecq:ECED1_3124	B7MYH5
ecq:ECED1_3125	B7MYH6
ecq:ECED1_3126	B7MYX5
ecq:ECED1_3127	B7MYX6
ecq:ECED1_3128	B7MYH9
ecq:ECED1_3129	B7MYX8
ecq:ECED1_3130	B7MYX9
ecq:ECED1_3131	B7MYY0
ecq:ECED1_3132	B7MYY1
ecq:ECED1_3133	B7MYY2
ecq:ECED1_3134	B7MYY3
ecq:ECED1_3135	B7MYI6
ecq:ECED1_3136	B7MYY5
ecq:ECED1_3137	B7MYI8
ecq:ECED1_3138	B7MYI9
ecq:ECED1_3139	B7MYY8
ecq:ECED1_3140	B7MYY9
ecq:ECED1_3141	B7MYZ0
ecq:ECED1_3142	B7MYJ3
ecq:ECED1_3143	B7MYZ1
ecq:ECED1_3144	B7MYZ2
ecq:ECED1_3145	B7MYZ3
ecq:ECED1_3146	B7MYZ4
ecq:ECED1_3147	B7MYZ5
ecq:ECED1_3148	B7MYJ9
ecq:ECED1_3149	B7MYZ7
ecq:ECED1_3150	B7MYZ8
ecq:ECED1_3151	B7MYZ9
ecq:ECED1_3152	B7N308
ecq:ECED1_3153	B7MYK4
ecq:ECED1_3154	B7N309
ecq:ECED1_3155	B7MYK6
ecq:ECED1_3156	B7MZ02
ecq:ECED1_3157	B7MZ03
ecq:ECED1_3158	B7MZ04
ecq:ECED1_3159	B7MYL0
ecq:ECED1_3160	B7MYL1
ecq:ECED1_3161	B7MZ07
ecq:ECED1_3162	B7MZ08
ecq:ECED1_3163	B7MZ09
ecq:ECED1_3164	B7MZ10
ecq:ECED1_3165	B7MYL6
ecq:ECED1_3166	B7MZ11
ecq:ECED1_3167	B7MZ12
ecq:ECED1_3168	B7MZ13
ecq:ECED1_3169	B7MYM0
ecq:ECED1_3170	B7MZ15
ecq:ECED1_3171	B7MZ16
ecq:ECED1_3172	B7MZ17
ecq:ECED1_3173	B7MYM4
ecq:ECED1_3174	B7MYM5
ecq:ECED1_3175	B7MZ20
ecq:ECED1_3176	B7MZ21
ecq:ECED1_3178	B7MYM8
ecq:ECED1_3179	B7MYM9
ecq:ECED1_3180	B7MYN0
ecq:ECED1_3181	B7MYN1
ecq:ECED1_3182	B7MYN2
ecq:ECED1_3183	B7MYN3
ecq:ECED1_3184	B7MZ29
ecq:ECED1_3185	B7MYN5
ecq:ECED1_3186	B7MYN6
ecq:ECED1_3187	B7MYN7
ecq:ECED1_3188	B7MYN8
ecq:ECED1_3189	B7MZ34
ecq:ECED1_3190	B7MZ35
ecq:ECED1_3191	B7MZ36
ecq:ECED1_3192	B7MZ37
ecq:ECED1_3193	B7MZ38
ecq:ECED1_3194	B7MZ39
ecq:ECED1_3195	B7MZ40
ecq:ECED1_3196	B7MZ41
ecq:ECED1_3197	B7MYP7
ecq:ECED1_3199	B7MZ44
ecq:ECED1_3200	B7MZ45
ecq:ECED1_3201	B7MZ46
ecq:ECED1_3202	B7MZ47
ecq:ECED1_3203	B7MYQ2
ecq:ECED1_3204	B7MZ49
ecq:ECED1_3205	B7MYQ4
ecq:ECED1_3206	B7MYQ5
ecq:ECED1_3207	B7MZ52
ecq:ECED1_3208	B7MZ53
ecq:ECED1_3209	B7MZ54
ecq:ECED1_3210	B7MYQ9
ecq:ECED1_3211	B7MYR0
ecq:ECED1_3212	B7MYR1
ecq:ECED1_3213	B7MYR2
ecq:ECED1_3214	B7MZ58
ecq:ECED1_3215	B7MZ59
ecq:ECED1_3216	B7MZ60
ecq:ECED1_3217	B7MZ61
ecq:ECED1_3218	B7MZ62
ecq:ECED1_3219	B7MZ63
ecq:ECED1_3220	B7MZ64
ecq:ECED1_3221	B7N311
ecq:ECED1_3222	B7MZ65
ecq:ECED1_3223	B7MZ66
ecq:ECED1_3224	B7MYS3
ecq:ECED1_3225	B7MZ68
ecq:ECED1_3226	B7MYS5
ecq:ECED1_3227	B7MZ70
ecq:ECED1_3228	B7MZ71
ecq:ECED1_3230	B7MZ73
ecq:ECED1_3231	B7MZ74
ecq:ECED1_3232	B7MZ75
ecq:ECED1_3233	B7MZ76
ecq:ECED1_3234	B7MZ77
ecq:ECED1_3235	B7MZ78
ecq:ECED1_3236	B7MZ79
ecq:ECED1_3237	B7MZ80
ecq:ECED1_3238	B7MZ81
ecq:ECED1_3239	B7MZ82
ecq:ECED1_3240	B7MZ83
ecq:ECED1_3241	B7MZ84
ecq:ECED1_3242	B7MYU0
ecq:ECED1_3243	B7MZ86
ecq:ECED1_3244	B7MZ87
ecq:ECED1_3245	B7MZ88
ecq:ECED1_3246	B7MZ89
ecq:ECED1_3247	B7MZ90
ecq:ECED1_3248	B7MZ91
ecq:ECED1_3249	B7MZ92
ecq:ECED1_3250	B7MYU8
ecq:ECED1_3251	B7MZ94
ecq:ECED1_3252	B7MZ95
ecq:ECED1_3253	B7MZ96
ecq:ECED1_3254	B7MZ97
ecq:ECED1_3255	B7MZ98
ecq:ECED1_3256	B7MZ99
ecq:ECED1_3257	B7MZA0
ecq:ECED1_3258	B7MZA1
ecq:ECED1_3259	B7MYV7
ecq:ECED1_3260	B7MZA3
ecq:ECED1_3261	B7MZA4
ecq:ECED1_3262	B7MYW0
ecq:ECED1_3263	B7MZA6
ecq:ECED1_3264	B7MZA7
ecq:ECED1_3265	B7MZA8
ecq:ECED1_3266	B7MZA9
ecq:ECED1_3267	B7MYW5
ecq:ECED1_3268	B7MZB1
ecq:ECED1_3269	B7MZB2
ecq:ECED1_3270	B7MYW8
ecq:ECED1_3271	B7MZB4
ecq:ECED1_3272	B7MZB5
ecq:ECED1_3273	B7MZB6
ecq:ECED1_3274	B7MZB7
ecq:ECED1_3275	B7MYX3
ecq:ECED1_3276	B7MYX4
ecq:ECED1_3277	B7MZC0
ecq:ECED1_3278	B7MZC1
ecq:ECED1_3279	B7MYX7
ecq:ECED1_3280	B7MZC3
ecq:ECED1_3281	B7MZC4
ecq:ECED1_3282	B7MZC5
ecq:ECED1_3283	B7MZC6
ecq:ECED1_3284	B7MZC7
ecq:ECED1_3285	B7MZC8
ecq:ECED1_3286	B7MYY4
ecq:ECED1_3287	B7MZD0
ecq:ECED1_3288	B7MYY6
ecq:ECED1_3289	B7MYY7
ecq:ECED1_3290	B7MZD3
ecq:ECED1_3291	B7MZD4
ecq:ECED1_3292	B7MZD5
ecq:ECED1_3294	B7MZD7
ecq:ECED1_3295	B7MZD8
ecq:ECED1_3296	B7MZD9
ecq:ECED1_3297	B7MZE0
ecq:ECED1_3298	B7MZE1
ecq:ECED1_3299	B7MYZ6
ecq:ECED1_3300	B7MZE3
ecq:ECED1_3301	B7MZE4
ecq:ECED1_3302	B7MZE5
ecq:ECED1_3303	B7MZ00
ecq:ECED1_3304	B7MZ01
ecq:ECED1_3305	B7MZE7
ecq:ECED1_3307	B7MZE9
ecq:ECED1_3308	B7MZF0
ecq:ECED1_3309	B7MZ05
ecq:ECED1_3310	B7MZ06
ecq:ECED1_3311	B7MZF3
ecq:ECED1_3312	B7MZF4
ecq:ECED1_3313	B7MZF5
ecq:ECED1_3314	B7N312
ecq:ECED1_3316	B7N313
ecq:ECED1_3317	B7MZF7
ecq:ECED1_3318	B7MZF8
ecq:ECED1_3319	B7MZ14
ecq:ECED1_3320	B7MZG0
ecq:ECED1_3322	B7MZG2
ecq:ECED1_3323	B7MZG3
ecq:ECED1_3324	B7MZ18
ecq:ECED1_3325	B7MZ19
ecq:ECED1_3326	B7MZG6
ecq:ECED1_3327	B7MZG7
ecq:ECED1_3328	B7MZ22
ecq:ECED1_3329	B7MZ23
ecq:ECED1_3330	B7MZ24
ecq:ECED1_3331	B7MZ25
ecq:ECED1_3332	B7MZ26
ecq:ECED1_3333	B7MZ27
ecq:ECED1_3334	B7MZ28
ecq:ECED1_3335	B7MZH4
ecq:ECED1_3336	B7MZ30
ecq:ECED1_3337	B7MZ31
ecq:ECED1_3338	B7MZ32
ecq:ECED1_3339	B7MZ33
ecq:ECED1_3340	B7MZH9
ecq:ECED1_3341	B7MZI0
ecq:ECED1_3342	B7MZI1
ecq:ECED1_3343	B7MZI2
ecq:ECED1_3344	B7MZI3
ecq:ECED1_3345	B7MZI4
ecq:ECED1_3346	B7MZI5
ecq:ECED1_3347	B7MZI6
ecq:ECED1_3348	B7MZ42
ecq:ECED1_3349	B7MZ43
ecq:ECED1_3350	B7MZI9
ecq:ECED1_3351	B7MZJ0
ecq:ECED1_3352	B7MZJ1
ecq:ECED1_3353	B7MZJ2
ecq:ECED1_3354	B7MZ48
ecq:ECED1_3355	B7MZJ4
ecq:ECED1_3356	B7MZ50
ecq:ECED1_3357	B7MZ51
ecq:ECED1_3358	B7MZJ7
ecq:ECED1_3359	B7MZJ8
ecq:ECED1_3360	B7MZJ9
ecq:ECED1_3361	B7MZ55
ecq:ECED1_3362	B7MZ56
ecq:ECED1_3363	B7MZ57
ecq:ECED1_3365	B7MZK3
ecq:ECED1_3366	B7MZK4
ecq:ECED1_3367	B7MZK5
ecq:ECED1_3368	B7MZK6
ecq:ECED1_3369	B7MZK7
ecq:ECED1_3370	B7MZK8
ecq:ECED1_3371	B7MZK9
ecq:ECED1_3372	B7MZL0
ecq:ECED1_3373	B7MZL1
ecq:ECED1_3374	B7MZ67
ecq:ECED1_3376	B7MZ69
ecq:ECED1_3377	B7MZL5
ecq:ECED1_3378	B7MZL6
ecq:ECED1_3379	B7MZ72
ecq:ECED1_3380	B7MZL8
ecq:ECED1_3381	B7MZL9
ecq:ECED1_3382	B7MZM0
ecq:ECED1_3384	B7MZM2
ecq:ECED1_3385	B7MZM3
ecq:ECED1_3386	B7MZM4
ecq:ECED1_3387	B7MZM5
ecq:ECED1_3388	B7MZM6
ecq:ECED1_3389	B7MZM7
ecq:ECED1_3390	B7MZM8
ecq:ECED1_3393	B7MZ85
ecq:ECED1_3394	B7N315
ecq:ECED1_3395	B7MZN1
ecq:ECED1_3396	B7MZN2
ecq:ECED1_3397	B7MZN3
ecq:ECED1_3398	B7MZN4
ecq:ECED1_3399	B7MZN5
ecq:ECED1_3400	B7MZN6
ecq:ECED1_3401	B7MZ93
ecq:ECED1_3402	B7MZN8
ecq:ECED1_3403	B7MZN9
ecq:ECED1_3404	B7MZP0
ecq:ECED1_3405	B7MZP1
ecq:ECED1_3406	B7MZP2
ecq:ECED1_3407	B7MZP3
ecq:ECED1_3408	B7MZP4
ecq:ECED1_3409	B7MZP5
ecq:ECED1_3410	B7MZA2
ecq:ECED1_3411	B7MZP7
ecq:ECED1_3412	B7MZP8
ecq:ECED1_3413	B7MZA5
ecq:ECED1_3414	B7MZQ0
ecq:ECED1_3415	B7MZQ1
ecq:ECED1_3416	B7MZQ2
ecq:ECED1_3417	B7MZQ3
ecq:ECED1_3418	B7MZB0
ecq:ECED1_3419	B7MZQ5
ecq:ECED1_3420	B7MZQ6
ecq:ECED1_3421	B7MZB3
ecq:ECED1_3422	B7MZQ8
ecq:ECED1_3423	B7MZQ9
ecq:ECED1_3424	B7MZR0
ecq:ECED1_3425	B7MZR1
ecq:ECED1_3426	B7MZB8
ecq:ECED1_3427	B7MZB9
ecq:ECED1_3428	B7MZR4
ecq:ECED1_3429	B7MZR5
ecq:ECED1_3430	B7MZC2
ecq:ECED1_3432	B7MZR8
ecq:ECED1_3433	B7MNT4
ecq:ECED1_3434	B7MZS0
ecq:ECED1_3435	B7MZS1
ecq:ECED1_3436	B7MZS2
ecq:ECED1_3437	B7MZC9
ecq:ECED1_3438	B7MZS4
ecq:ECED1_3439	B7MZD1
ecq:ECED1_3440	B7MZD2
ecq:ECED1_3442	B7MZS8
ecq:ECED1_3443	B7MZS9
ecq:ECED1_3444	B7MZD6
ecq:ECED1_3445	B7N316
ecq:ECED1_3446	B7MZT1
ecq:ECED1_3447	B7MZT2
ecq:ECED1_3448	B7MZT3
ecq:ECED1_3449	B7MZT4
ecq:ECED1_3450	B7MZE2
ecq:ECED1_3451	B7MZT6
ecq:ECED1_3452	B7MZT7
ecq:ECED1_3453	B7MZT8
ecq:ECED1_3455	B7MZE6
ecq:ECED1_3456	B7MZU1
ecq:ECED1_3457	B7MZE8
ecq:ECED1_3458	B7MZU3
ecq:ECED1_3459	B7MZU4
ecq:ECED1_3460	B7MZF1
ecq:ECED1_3461	B7MZF2
ecq:ECED1_3462	B7MZU7
ecq:ECED1_3463	B7MZU8
ecq:ECED1_3464	B7MZU9
ecq:ECED1_3465	B7MZF6
ecq:ECED1_3467	B7MZV2
ecq:ECED1_3468	B7MZV3
ecq:ECED1_3469	B7MZF9
ecq:ECED1_3471	B7MZG1
ecq:ECED1_3472	B7MZV7
ecq:ECED1_3474	B7MZG4
ecq:ECED1_3475	B7MZG5
ecq:ECED1_3476	B7MZW1
ecq:ECED1_3478	B7MZG8
ecq:ECED1_3479	B7MZG9
ecq:ECED1_3480	B7MZH0
ecq:ECED1_3481	B7MZH1
ecq:ECED1_3482	B7MZH2
ecq:ECED1_3483	B7MZH3
ecq:ECED1_3485	B7MZX0
ecq:ECED1_3486	B7MZH5
ecq:ECED1_3487	B7MZH6
ecq:ECED1_3488	B7MZH7
ecq:ECED1_3489	B7MZH8
ecq:ECED1_3490	B7MZX5
ecq:ECED1_3491	B7MZX6
ecq:ECED1_3492	B7MZX7
ecq:ECED1_3493	B7MSQ2
ecq:ECED1_3494	B7MZX9
ecq:ECED1_3495	B7MSQ0
ecq:ECED1_3497	B7MZY2
ecq:ECED1_3498	B7MZI7
