KEGG_PATHWAY	KEGG_FORMULA	KEGG_CPD	adduct_polarity	adduct_name	adduct_formula_add	adduct_formula_sub	adduct_charge	adduct_nmol	adduct_massdiff	abundance	mz	lb	ub	lb_extended	ub_extended
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	0.007535625894336948	429.0139094254152	429.00961928632097	429.0181995645095	428.9710080344727	429.0568108163577
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	0.0015130169399306579	430.01405117715393	430.00975103664217	430.01835131766575	429.9710497720362	430.05705258227164
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	1.6024660624301327e-4	431.01598204182807	431.01167188200765	431.0202922016485	430.97288044362386	431.05908364003227
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	2.0213564932968503e-5	432.01703900701807	432.01271883662804	432.02135917740816	431.97383730311736	432.0602407109188
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	1.813162831898928e-6	433.0189312313588	433.01460104204654	433.02326142067113	432.97562933823565	433.06223312448196
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	1.6946405274466604e-7	434.0203972309606	434.01605702698834	434.02473743493294	433.9769951912375	434.0637992706837
path:map00230	C10H14N5O10PS	cpd:C00224	negative	[M-H]-	""	H	-1	1	-1.007276	1.2961662974068977e-8	435.0222868031991	435.0179365803311	435.0266370260672	434.9787845745188	435.06578903187943
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.9263796138408887	74.51742845276	74.51668327847548	74.51817362704453	74.50997670991472	74.52488019560528
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.06930239140331165	75.01834102783721	75.01759084442693	75.0190912112475	75.01083919373443	75.02584286193999
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.004131584263307721	75.51931750263942	75.5185623094644	75.52007269581445	75.51176557088917	75.52686943438968
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.8129282167846027e-4	76.02029314620718	76.01953294327572	76.02105334913865	76.01269111689255	76.0278951755218
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.02780040131992e-6	76.5211308873332	76.52036567602433	76.52189609864207	76.51347877424446	76.52878300042194
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.882726710306536e-8	77.02179556840021	77.02102535044453	77.0225657863559	77.01409338884336	77.02949774795705
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.0349625834774996e-9	77.5222731220986	77.52149789936738	77.52304834482982	77.51452089478639	77.5300253494108
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.138817694551497e-12	78.0225560347424	78.02177580918205	78.02333626030274	78.01475377913891	78.03035829034587
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.351314646526481e-14	78.5226510972436	78.52186587073263	78.52343632375458	78.51479883213388	78.53050336235331
path:map00230	C5H5N5O	cpd:C00242	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.5666763540138152e-16	79.02258911406548	79.02179888817435	79.02337933995663	79.01468685515408	79.03049137297688
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	0.9262406568988126	150.04213336025998	150.0406329389264	150.0436337815936	150.02712914692395	150.057137573596
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	0.06943095298667727	151.04396741971738	151.0424569800432	151.04547785939158	151.0288630229754	151.05907181645935
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	0.004141359884378722	152.0459223133398	152.04440185411667	152.04744277256293	152.03071772110846	152.06112690557111
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	1.8188536539470466e-4	153.04787748531228	153.04634700653745	153.04940796408715	153.03257269756375	153.06318227306082
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	5.0542401545114914e-6	154.0495629861758	154.04802249054595	154.05110348180568	154.03415802987718	154.06496794247442
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	8.95681130731979e-8	155.05090924895003	155.04935873985755	155.05245975804254	155.03540415802513	155.06641433987494
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	1.0481314291554376e-9	156.051890348957	156.0503298300535	156.05345086786048	156.0362851599221	156.06749553799187
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	8.292841259418938e-12	157.0524954344812	157.05092490952686	157.05406595943555	157.03679018493773	157.06820068402465
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	4.472744214747773e-14	158.05274478204032	158.05116425459252	158.05432530948815	158.03693950756212	158.06855005651852
path:map00230	C5H5N5O	cpd:C00242	negative	[M-H]-	""	H	-1	1	-1.007276	1.6317110722586097e-16	159.05271071673374	159.05112018962657	159.0543012438409	159.03680544566208	159.0686159878054
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.929922106539568	67.01197893426	67.01130881447067	67.01264905404935	67.00527773636658	67.01868013215342
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.06601187824747058	67.513010747773	67.51233561766551	67.51368587788048	67.50625944669822	67.51976204884777
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.0038944767794526457	68.01400789962895	68.01332775954995	68.01468803970795	68.00720649883898	68.02080930041892
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.6705930499958164e-4	68.51503413629852	68.51434898595717	68.5157192866399	68.5081826328849	68.52188563971215
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.406134767131266e-6	69.01596383723462	69.01527367759626	69.016653996873	69.0090622408509	69.02286543361835
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.222816567578658e-8	69.5167382567476	69.51604308936504	69.51743342413018	69.50978658292193	69.52368993057327
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.603300508641041e-10	70.01732467518633	70.01662450193957	70.01802484843309	70.01032294271882	70.02432640765385
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.223038690160372e-12	70.51769951705107	70.5169943400559	70.51840469404624	70.51064774709937	70.52475128700277
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.3290406416324268e-14	71.01785832593822	71.01714814735496	71.01856850452148	71.01075654010563	71.02496011177081
path:map00230	C5H4N4O	cpd:C00262	negative	[M-2H]2-	""	H2	-2	1	-1.007276	6.533821430636069e-17	71.5178358413734	71.51712066301499	71.51855101973182	71.51068405778926	71.52498762495753
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	0.9297826182235871	135.03123432325998	135.02988401091676	135.03258463560323	135.01773119982767	135.0447374466923
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	0.0661414647817144	136.03330683551596	136.0319465024476	136.03466716858432	136.01970350483242	136.0469101661995
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	0.003903794389672848	137.03530311622413	137.03393276319298	137.0366734692553	137.0215995859125	137.04900664653576
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	1.676184176207496e-4	138.0373594494962	138.0359790759017	138.0387398230907	138.02355571355125	138.05116318544114
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	4.4305327426661336e-6	139.03922911356167	139.03783872127053	139.04061950585282	139.0253251906503	139.05313303647304
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	7.28782516660049e-8	140.04079584488454	140.0393954369261	140.042196252843	140.02679176530006	140.05479992446902
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	7.710502262078424e-10	141.04199752157766	141.04058710160245	141.04340794155289	141.0278933218255	141.0561017213298
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	5.336304741986464e-12	142.0427936154836	142.04137318754744	142.04421404341974	142.02858933612205	142.05699789484513
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	2.4070368658885878e-14	143.0431870679433	143.04175663607265	143.044617499814	143.02888274923652	143.0574913866501
path:map00230	C5H4N4O	cpd:C00262	negative	[M-H]-	""	H	-1	1	-1.007276	6.882197453666338e-17	144.04326904267415	144.04182860998372	144.04470947536458	144.02886471576988	144.05767336957842
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.8504241285569198	252.49059692525998	252.48807201929074	252.49312183122925	252.46534786556745	252.5158459849525
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.11620431912447673	252.99188765810288	252.9893577392263	252.9944175769795	252.96658846933707	253.0171868468687
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.02954737711093313	253.49282592419414	253.4902909959349	253.4953608524534	253.4674766416017	253.51817520678657
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.003309737687882129	253.99403943673803	253.9914994963437	253.9965793771324	253.96864003279435	254.01943884068172
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.657381354298176e-4	254.49502685945407	254.4924819091855	254.49757180972267	254.46957735676813	254.52047636214002
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.385852478513715e-5	254.99619048930745	254.99364052740256	254.99874045121237	254.97069087025852	255.02169010835638
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.451073549996414e-6	255.49721024443394	255.4946552723315	255.49976521653642	255.4716605234095	255.5227599654584
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.586290734861106e-7	255.99834083510027	255.99578085169193	256.0009008185086	255.97274100101677	256.0239406691838
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.8988002582973158e-8	256.49938195782926	256.49681696400967	256.50194695164885	256.4737320196335	256.52503189602504
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.0233329463490787e-9	257.00049047812513	256.99792047322035	257.0030604830299	256.9747904290773	257.02619052717296
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	0.8502965649376364	505.98847030525997	505.98341042055694	505.99353018996305	505.93787145822944	506.0390691522905
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	0.11631445209589157	506.9910558236191	506.98598591306086	506.9961257341774	506.94035671803675	507.04175492920143
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	0.02956037565223516	507.9929308977751	507.98785096846615	507.99801082708416	507.94213160468536	508.0437301908649
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	0.003313673333795586	508.99536047730936	508.9902705237046	509.00045043091416	508.94446094126164	509.0462600133571
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	4.6616473536268544e-4	509.9973347551377	509.99223478179016	510.00243472848524	509.94633502166215	510.0483344886132
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	4.392180672673385e-5	510.9996637153048	510.99455371866765	511.004773711942	510.9485637489333	511.0507636816763
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	4.456984667681686e-6	512.0017031980373	511.9965831810053	512.0068232150693	511.95050302771745	512.0529033683571
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	3.5924294015758715e-7	513.003965587974	512.9988355483181	513.0090956276299	512.9526651914152	513.0552659845328
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	2.9037448743608627e-8	514.0060481410868	514.0009080806054	514.0111882015683	513.9546475362727	514.057448745901
path:map00230	C10H16N5O13P3	cpd:C00286	negative	[M-H]-	""	H	-1	1	-1.007276	2.0273776467945727e-9	515.008266118027	515.0031160353658	515.0134162006882	514.9567652914152	515.0597669446388
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.9819553329418219	29.992920525259997	29.992620596054746	29.993220454465252	29.989921233207472	29.995919817312522
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.01204374645369043	30.49463808202538	30.49433313564456	30.4949430284062	30.491588618217175	30.497687545833582
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.005918695568306352	30.995047017832338	30.99473706736216	30.995356968302517	30.991947513130555	30.99814652253412
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.0190128558432e-5	31.496748535417122	31.49643356793177	31.497063502902478	31.49359886056358	31.499898210270665
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.1890652252392e-5	31.997173344322782	31.99685337258934	31.99749331605623	31.99397362698835	32.000373061657214
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.362052104e-7	32.49885802120285	32.49853303262264	32.49918300978307	32.49560813540073	32.50210790700497
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.96216e-9	32.999299505961076	32.99896951296602	32.99962949895614	32.99599957601048	33.00259943591167
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.8e-11	33.50096644326	33.500631433595565	33.50130145292443	33.49761634661567	33.50431653990432
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0	34.00054858026	34.0002085747742	34.000888585745805	33.997148525401975	34.00394863511803
path:map00230	HCO3	cpd:C00288	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0	34.50054858026	34.500203574774204	34.50089358574581	34.497098525401974	34.50399863511803
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	0.9819553329418219	59.98529247026	59.9846926173353	59.98589232318471	59.979293941012976	59.99129099950702
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	0.01204374645369043	60.98872758379076	60.98811769651493	60.989337471066605	60.98262871103238	60.99482645654914
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	0.005918695568306352	61.98954545540468	61.98892555995013	61.990165350859236	61.98334650085914	61.99574440995022
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	7.0190128558432e-5	62.99294849057425	62.99231856108935	62.99357842005916	62.98664919572519	62.99924778542331
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	1.1890652252392e-5	63.99379810838557	63.993158170404485	63.99443804636666	63.98739872857473	64.0001974881964
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	1.362052104e-7	64.9971674621457	64.99651749047108	64.99781743382032	64.99066774539948	65.00366717889192
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	7.96216e-9	65.99805043166215	65.99739045115784	65.99871041216647	65.99145062661898	66.00465023670532
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	8.8e-11	67.00138430626	67.00071429241693	67.00205432010306	66.99468416782936	67.00808444469062
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	0	68.00054858026	67.9998685747742	68.0012285857458	67.99374852540198	68.00734863511802
path:map00230	HCO3	cpd:C00288	negative	[M-H]-	""	H	-1	1	-1.007276	0	69.00054858026	68.99985857477421	69.00123858574581	68.99364852540198	69.00744863511802
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.8704972957166703	133.03310833426	133.03177800317667	133.03443866534334	133.01980502342656	133.04641164509343
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.11257444700444663	133.5344500045759	133.53311466007585	133.53578534907595	133.52109655957543	133.54780344957635
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.015442578025648877	134.03546009085943	134.03411973625853	134.03680044546036	134.02205654485036	134.0488636368685
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.001370219632027601	134.5366521479974	134.53530678147592	134.53799751451888	134.5231984827826	134.55010581321218
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.0800074938120109e-4	135.03772774380437	135.03637736652695	135.03907812108181	135.02422397102998	135.05123151657875
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.039727799231796e-6	135.53885802040156	135.53750263182135	135.54021340898177	135.52530413459954	135.5524119062036
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.985191789443475e-7	136.03996013971945	136.03859974011806	136.04132053932085	136.02635614370547	136.05356413573344
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.973699488350147e-8	136.54106860087285	136.53970319018686	136.54243401155887	136.52741449401276	136.55472270773294
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.542078707588592e-10	137.0421785883108	137.04080816652493	137.04354901009668	137.028474370452	137.05588280616962
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-2H]2-	""	H2	-2	1	-1.007276	3.252690058394737e-11	137.54328498712124	137.54190955427137	137.5446604199711	137.52953065862252	137.55703931561996
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	0.8703667211223128	267.07349312326	267.0708223883288	267.07616385819125	267.04678577394765	267.10020047257234
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	0.11268813543175348	268.07618062767193	268.07349986586564	268.0788613894782	268.04937300960916	268.1029882457347
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	0.015457147805995696	269.078201286564	269.0755105045512	269.08089206857693	269.05129346643537	269.1051091066927
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	0.0013723304857866444	270.0805873212084	270.0778865153352	270.08328812708163	270.05357926247626	270.1075953799405
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	1.0819008221359805e-4	271.0827397798434	271.0800289524456	271.0854506072412	271.0556315058654	271.1098480538214
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	7.05487195246909e-6	272.08500171795305	272.0822808679359	272.0877225679702	272.05779321778124	272.11221021812486
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	3.995153602373906e-7	273.0872074982482	273.0844766261732	273.0899383703232	273.05989877749835	273.114516218998
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	1.97938122111106e-8	274.0894259172961	274.086685023037	274.09216681155533	274.0620169747044	274.11683485988783
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	8.570402888107705e-10	275.09164764505203	275.0888967285756	275.0943985615285	275.0641384802875	275.11915680981656
path:map00230	C10H12N4O5	cpd:C00294	negative	[M-H]-	""	H	-1	1	-1.007276	3.265015272947361e-11	276.0938623774425	276.0911014388188	276.0966233160663	276.0662529912048	276.12147176368023
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.80191093457519	278.52856086276	278.52577557715136	278.53134614836864	278.50070800667373	278.5564137188463
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.15531858084289507	279.02997424635254	279.0271839466101	279.032764546095	279.0020712489279	279.05787724377717
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.036776488125374276	279.53095035501207	279.5281550455085	279.53374566451566	279.50299725997655	279.5589034500476
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.005177873058635292	280.0322002127699	280.0293998907678	280.03500053477205	280.00419699274863	280.0602034327912
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.260770017520579e-4	280.5332433657692	280.53043803333554	280.5360486982029	280.5051900414326	280.56129669010573
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.069549861096672e-5	281.03441919672974	281.0316088525378	281.0372295409217	281.0063157548101	281.0625226386494
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.497032366880555e-6	281.5354939195686	281.5326785646294	281.5383092745078	281.5073403701766	281.56364746896054
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	7.809989811737984e-7	282.0366328120176	282.03381244568953	282.03945317834575	282.0084291487364	282.0648364752988
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	6.719507402164813e-8	282.537722695542	282.5348973183151	282.540548072769	282.50946892327244	282.5659764678116
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.258266149276105e-9	283.038842440151	283.0360120517266	283.0416728285754	283.010538555907	283.06714632439497
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	0.8017906479350037	558.06439818026	558.0588175362782	558.0699788242418	558.008591740442	558.1202046200781
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	0.15541556969595496	559.0672276176244	559.0616369453483	559.0728182899006	559.0113208948627	559.1231343403862
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	0.0367942694392819	560.069179903021	560.063579211222	560.07478059482	560.0131729850307	560.1251868210113
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	0.0051826128508953035	561.0716809006336	561.0660701838246	561.0772916174427	561.0155737325435	561.1277880687237
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	7.267447711605904e-4	562.0737676646621	562.0681469269855	562.07938840233885	562.0175602878957	562.1299750414286
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	8.07923058364379e-5	563.0761201393962	563.0704893781948	563.0817509005976	563.0198125273822	563.1324277514101
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	8.507862136817166e-6	564.078270165892	564.0726293831904	564.0839109485937	564.0218623388755	564.1346779929086
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	7.821563861816543e-7	565.0805485952557	565.0748977897697	565.0861994007416	565.0240405403962	565.1370566501151
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	6.730214460772094e-8	566.0827289772685	566.0770681499788	566.0883898045583	566.0261207043708	566.1393372501662
path:map00230	C15H23N5O14P2	cpd:C00301	negative	[M-H]-	""	H	-1	1	-1.007276	5.26755667045696e-9	567.0849690601901	567.0792982104996	567.0906399098808	567.0282605632841	567.1416775570962
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.8692499939085074	132.54110053776	132.53977512675462	132.54242594876538	132.52784642770624	132.55435464781377
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.11540558936037337	133.04236389685386	133.0410334732149	133.04369432049285	133.02905966046418	133.05566813324353
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.014064131742479115	133.54340681355856	133.54207137949044	133.54474224762671	133.5300524728772	133.55676115423992
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	0.0011905588985743276	134.04454756244732	134.0432071169717	134.04588800792294	134.03114310769107	134.05795201720358
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	8.443712057121846e-5	134.54563114429337	134.54428568798193	134.5469766006048	134.53217658117893	134.5590857074078
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	5.023779514303147e-6	135.04673031116056	135.04537984385746	135.04808077846369	135.03322563812944	135.06023498419168
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	2.536944808715609e-7	135.54782326157104	135.54646778333844	135.54917873980366	135.53426847924487	135.5613780438972
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.1065967147360013e-8	136.0489106807019	136.04755019159512	136.05027116980872	136.03530578963384	136.06251557176998
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	4.1574431625996807e-10	136.54999973586845	136.5486342358711	136.55136523586583	136.53634473589486	136.56365473584205
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-2H]2-	""	H2	-2	1	-1.007276	1.3409417907251599e-11	137.0510845016348	137.04971399078977	137.0524550124798	137.03737939318464	137.06478961008494
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-H]-	""	H	-1	1	-1.007276	0.8691196064094213	266.08947753026	266.0868166354847	266.09213842503533	266.062868582507	266.116086478013
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-H]-	""	H	-1	1	-1.007276	0.1155186660210556	267.0920084811656	267.08933756108075	267.0946794012504	267.06529928031745	267.1187176820137
path:map00230	C10H13N5O4	cpd:C00330	negative	[M-H]-	""	H	-1	1	-1.007276	0.0140793329611218	268.0940952346841	268.09141429373176	268.0967761756365	268.06728582516064	268.1209046442076
