KEGG_ORG	KEGG_GENE	KEGG_EC	KEGG_UNIPROT
ecq	ecq:ECED1_3343	ec:3.5.4.3	B7MZI2
ecq	ecq:ECED1_4363	ec:2.7.13.3	B7N1X7
ecq	ecq:ECED1_5227	ec:2.7.8.20	B7N380
ecq	ecq:ECED1_3998	ec:3.2.1.14	B7N1B9
ecq	ecq:ECED1_3998	ec:3.2.1.17	B7N1B9
ecq	ecq:ECED1_0635	ec:3.1.3.73	B7MRS5
ecq	ecq:ECED1_1487	ec:3.5.4.25	B7MUB9
ecq	ecq:ECED1_0549	ec:1.5.1.5	B7MRJ2
ecq	ecq:ECED1_0549	ec:3.5.4.9	B7MRJ2
ecq	ecq:ECED1_4515	ec:5.3.1.27	B7N2C0
ecq	ecq:ECED1_1821	ec:2.7.1.199	B7MV98
ecq	ecq:ECED1_1821	ec:2.7.1.208	B7MV98
ecq	ecq:ECED1_5241	ec:2.1.1.172	B7MTB6
ecq	ecq:ECED1_0570	ec:1.5.1.34	B7MRL3
ecq	ecq:ECED1_0573	ec:6.3.2.2	B7MRL6
ecq	ecq:ECED1_0582	ec:6.3.2.14	B7MRM3
ecq	ecq:ECED1_0590	ec:5.4.4.2	B7MRN1
ecq	ecq:ECED1_0591	ec:6.3.2.14	B7MRN2
ecq	ecq:ECED1_0591	ec:2.7.7.58	B7MRN2
ecq	ecq:ECED1_0592	ec:3.3.2.1	B7MRN3
ecq	ecq:ECED1_0592	ec:6.3.2.14	B7MRN3
ecq	ecq:ECED1_0593	ec:1.3.1.28	B7MRN4
ecq	ecq:ECED1_0611	ec:2.7.7.61	B7MRQ2
ecq	ecq:ECED1_0612	ec:2.8.3.10	B7MRQ3
ecq	ecq:ECED1_0613	ec:4.1.3.34	B7MRQ4
ecq	ecq:ECED1_0615	ec:6.2.1.22	B7MRQ6
ecq	ecq:ECED1_0616	ec:2.7.13.3	B7MRQ7
ecq	ecq:ECED1_0924	ec:1.8.5.3	B7MS12
ecq	ecq:ECED1_0929	ec:1.97.1.4	B7MS17
ecq	ecq:ECED1_0930	ec:2.3.1.54	B7MS18
ecq	ecq:ECED1_0934	ec:2.6.1.52	B7MS22
ecq	ecq:ECED1_0935	ec:2.5.1.19	B7MS23
ecq	ecq:ECED1_1731	ec:1.17.99.6	B7MV09
ecq	ecq:ECED1_2577	ec:1.1.5.12	B7MXE2
ecq	ecq:ECED1_2590	ec:3.5.4.5	B7MXF5
ecq	ecq:ECED1_2596	ec:7.5.2.11	B7MXG1
ecq	ecq:ECED1_2601	ec:3.5.4.16	B7MXG6
ecq	ecq:ECED1_2608	ec:3.1.21.2	B7MX24
ecq	ecq:ECED1_2615	ec:2.7.1.202	B7MXI0
ecq	ecq:ECED1_2616	ec:2.7.1.56	B7MXI1
ecq	ecq:ECED1_2617	ec:2.7.1.202	B7MXI2
ecq	ecq:ECED1_3423	ec:2.1.1.33	B7MZQ9
ecq	ecq:ECED1_3424	ec:3.2.2.31	B7MZR0
ecq	ecq:ECED1_3428	ec:4.1.1.17	B7MZR4
ecq	ecq:ECED1_3435	ec:4.1.1.19	B7MZS1
ecq	ecq:ECED1_3461	ec:2.3.1.54	B7MZF2
ecq	ecq:ECED1_3462	ec:1.97.1.4	B7MZU7
ecq	ecq:ECED1_3471	ec:2.5.1.6	B7MZG1
ecq	ecq:ECED1_4316	ec:2.4.99.12	B7N274
ecq	ecq:ECED1_4316	ec:2.4.99.13	B7N274
ecq	ecq:ECED1_4316	ec:2.4.99.14	B7N274
ecq	ecq:ECED1_4316	ec:2.4.99.15	B7N274
ecq	ecq:ECED1_4317	ec:2.7.7.3	B7N1T5
ecq	ecq:ECED1_4318	ec:3.2.2.23	B7N2X1
ecq	ecq:ECED1_4318	ec:4.2.99.18	B7N2X1
ecq	ecq:ECED1_4324	ec:3.6.1.23	B7N1U1
ecq	ecq:ECED1_4326	ec:2.4.2.10	B7N1U3
ecq	ecq:ECED1_4327	ec:2.7.7.56	B7N1U4
ecq	ecq:ECED1_4330	ec:6.5.1.2	B7N287
ecq	ecq:ECED1_4332	ec:2.7.4.8	B7N289
ecq	ecq:ECED1_4333	ec:2.7.7.6	B7N2X2
ecq	ecq:ECED1_4335	ec:2.1.1.34	B7N291
ecq	ecq:ECED1_2232	ec:4.2.1.130	B7MWF3
ecq	ecq:ECED1_2232	ec:3.5.1.124	B7MWF3
ecq	ecq:ECED1_2235	ec:3.5.2.17	B7MWF6
ecq	ecq:ECED1_2263	ec:7.4.2.8	B7MWI4
ecq	ecq:ECED1_2270	ec:7.4.2.8	B7MWJ1
ecq	ecq:ECED1_2281	ec:2.1.1.72	B7MWK2
ecq	ecq:ECED1_2288	ec:3.2.2.4	B7MW85
ecq	ecq:ECED1_3098	ec:2.1.1.72	B7MYU7
ecq	ecq:ECED1_3114	ec:1.2.1.16	B7MYW3
ecq	ecq:ECED1_3114	ec:1.2.1.79	B7MYW3
ecq	ecq:ECED1_3114	ec:1.2.1.20	B7MYW3
ecq	ecq:ECED1_3130	ec:1.17.4.1	B7MYX9
ecq	ecq:ECED1_3131	ec:1.17.4.1	B7MYY0
ecq	ecq:ECED1_3141	ec:4.4.1.21	B7MYZ0
ecq	ecq:ECED1_3142	ec:6.3.2.2	B7MYJ3
ecq	ecq:ECED1_3991	ec:7.4.2.8	B7N0W7
ecq	ecq:ECED1_4010	ec:5.2.1.8	B7N1D0
ecq	ecq:ECED1_4018	ec:2.7.1.19	B7N1D8
ecq	ecq:ECED1_4029	ec:1.7.1.15	B7N103
ecq	ecq:ECED1_4030	ec:1.7.1.15	B7N104
ecq	ecq:ECED1_4851	ec:4.1.1.19	B7MRC2
ecq	ecq:ECED1_4853	ec:3.2.1.22	B7MRC4
ecq	ecq:ECED1_4855	ec:4.2.1.2	B7MRC6
ecq	ecq:ECED1_4859	ec:2.7.13.3	B7MSN8
ecq	ecq:ECED1_4865	ec:6.1.1.6	B7MRD4
ecq	ecq:ECED1_5111	ec:6.1.1.9	B7MSZ1
ecq	ecq:ECED1_5112	ec:2.7.7.7	B7MSZ2
ecq	ecq:ECED1_5113	ec:3.4.11.1	B7MSZ3
ecq	ecq:ECED1_5120	ec:1.1.1.69	B7MT00
ecq	ecq:ECED1_5121	ec:1.1.1.264	B7MT01
ecq	ecq:ECED1_5122	ec:2.7.1.12	B7MT02
ecq	ecq:ECED1_3035	ec:5.4.99.23	B7MY89
ecq	ecq:ECED1_3866	ec:2.4.1.129	B7N364
ecq	ecq:ECED1_3868	ec:2.7.13.3	B7N0K3
ecq	ecq:ECED1_3870	ec:1.4.1.13	B7N0Z2
ecq	ecq:ECED1_3871	ec:1.4.1.13	B7N0Z3
ecq	ecq:ECED1_3874	ec:5.1.3.9	B7N0Z6
ecq	ecq:ECED1_3876	ec:4.1.3.3	B7N0Z8
ecq	ecq:ECED1_3911	ec:7.5.2.7	B7N0P6
ecq	ecq:ECED1_3913	ec:4.1.2.40	B7N135
ecq	ecq:ECED1_4754	ec:4.1.3.40	B7N2P6
ecq	ecq:ECED1_0526	ec:4.3.2.3	B7MQL7
ecq	ecq:ECED1_0528	ec:4.1.1.47	B7MQL9
ecq	ecq:ECED1_0533	ec:2.7.1.165	B7MQM4
ecq	ecq:ECED1_0540	ec:2.7.2.2	B7MRI3
ecq	ecq:ECED1_0541	ec:6.3.4.18	B7MRI4
ecq	ecq:ECED1_0542	ec:5.4.99.18	B7MRI5
ecq	ecq:ECED1_0544	ec:3.6.1.54	B7MRI7
ecq	ecq:ECED1_0546	ec:6.1.1.16	B7MRI9
ecq	ecq:ECED1_0562	ec:2.7.13.3	B7MRK5
ecq	ecq:ECED1_0829	ec:7.4.2.1	B7MQW8
ecq	ecq:ECED1_0834	ec:3.5.1.28	B7MQX1
ecq	ecq:ECED1_0837	ec:4.1.2.48	B7MQX4
ecq	ecq:ECED1_0838	ec:1.2.5.1	B7MQX5
ecq	ecq:ECED1_0859	ec:2.3.2.6	B7MRU8
ecq	ecq:ECED1_0862	ec:1.8.1.9	B7MRV1
ecq	ecq:ECED1_0867	ec:6.1.1.11	B7MRV6
ecq	ecq:ECED1_1632	ec:1.1.1.38	B7MUR3
ecq	ecq:ECED1_1649	ec:2.7.11.1	B7MUQ9
ecq	ecq:ECED1_1653	ec:1.1.1.58	B7MUT4
ecq	ecq:ECED1_1661	ec:3.2.1.86	B7MUU2
ecq	ecq:ECED1_1666	ec:3.4.15.5	B7MUU7
ecq	ecq:ECED1_3363	ec:2.1.2.10	B7MZ57
ecq	ecq:ECED1_3367	ec:3.4.11.9	B7MZK5
ecq	ecq:ECED1_3372	ec:5.3.1.6	B7MZL0
ecq	ecq:ECED1_3380	ec:4.1.2.13	B7MZL8
ecq	ecq:ECED1_3381	ec:2.7.2.3	B7MZL9
ecq	ecq:ECED1_3397	ec:2.2.1.1	B7MZN3
ecq	ecq:ECED1_3399	ec:3.5.3.11	B7MZN5
ecq	ecq:ECED1_3401	ec:4.1.1.19	B7MZ93
ecq	ecq:ECED1_3405	ec:2.5.1.6	B7MZP1
ecq	ecq:ECED1_3409	ec:2.1.1.193	B7MZP5
ecq	ecq:ECED1_3410	ec:6.3.2.3	B7MZA2
ecq	ecq:ECED1_2680	ec:2.7.1.180	B7MXP5
ecq	ecq:ECED1_2682	ec:2.7.13.3	B7MXP7
ecq	ecq:ECED1_2685	ec:2.7.13.3	B7MXQ0
ecq	ecq:ECED1_2691	ec:2.3.1.9	B7MXA7
ecq	ecq:ECED1_2697	ec:5.6.2.2	B7MXR2
ecq	ecq:ECED1_2700	ec:1.17.4.1	B7MXR5
ecq	ecq:ECED1_2701	ec:1.17.4.1	B7MXR6
ecq	ecq:ECED1_2704	ec:3.1.4.46	B7MXR9
ecq	ecq:ECED1_2706	ec:1.1.5.3	B7MXS1
ecq	ecq:ECED1_2707	ec:1.1.5.3	B7MXS2
ecq	ecq:ECED1_2719	ec:2.6.1.87	B7MXT4
ecq	ecq:ECED1_2720	ec:2.4.2.53	B7MXT5
ecq	ecq:ECED1_2721	ec:2.1.2.13	B7MXT6
ecq	ecq:ECED1_2721	ec:1.1.1.305	B7MXT6
ecq	ecq:ECED1_4712	ec:6.3.4.13	B7N2K7
ecq	ecq:ECED1_4721	ec:2.3.3.9	B7MRD8
ecq	ecq:ECED1_4722	ec:4.1.3.1	B7MRD9
ecq	ecq:ECED1_4725	ec:2.1.1.13	B7N2L7
ecq	ecq:ECED1_4729	ec:3.4.13.21	B7MRE6
ecq	ecq:ECED1_4735	ec:1.1.1.140	B7MRF2
ecq	ecq:ECED1_4737	ec:5.4.99.21	B7MRF4
ecq	ecq:ECED1_4739	ec:2.7.2.4	B7N2N1
ecq	ecq:ECED1_4740	ec:5.3.1.9	B7MRF7
ecq	ecq:ECED1_0118	ec:1.2.4.1	B7MNX6
ecq	ecq:ECED1_0119	ec:2.3.1.12	B7MNX7
ecq	ecq:ECED1_0120	ec:1.8.1.4	B7MNX8
ecq	ecq:ECED1_0122	ec:4.2.1.3	B7MNY0
ecq	ecq:ECED1_0122	ec:4.2.1.99	B7MNY0
ecq	ecq:ECED1_0124	ec:4.1.1.50	B7MNY2
ecq	ecq:ECED1_0125	ec:2.5.1.16	B7MNY3
ecq	ecq:ECED1_0129	ec:2.4.2.8	B7MNY7
ecq	ecq:ECED1_0130	ec:4.2.1.1	B7MNY8
ecq	ecq:ECED1_3049	ec:3.6.5.4	B7MYP9
ecq	ecq:ECED1_3053	ec:2.7.1.23	B7MYQ3
ecq	ecq:ECED1_3933	ec:7.4.2.1	B7N154
ecq	ecq:ECED1_3945	ec:1.1.1.25	B7N0S2
ecq	ecq:ECED1_3946	ec:2.7.7.87	B7N167
ecq	ecq:ECED1_3950	ec:3.5.1.88	B7N171
ecq	ecq:ECED1_3951	ec:2.1.2.9	B7N172
ecq	ecq:ECED1_3952	ec:2.1.1.176	B7N0S9
ecq	ecq:ECED1_3959	ec:2.7.7.6	B7N180
ecq	ecq:ECED1_4824	ec:5.3.1.6	B7MR96
ecq	ecq:ECED1_4827	ec:3.1.4.55	B7MR98
ecq	ecq:ECED1_4829	ec:2.7.4.23	B7MRA0
ecq	ecq:ECED1_4830	ec:3.6.1.63	B7MRA1
ecq	ecq:ECED1_4831	ec:2.7.8.37	B7MRA2
ecq	ecq:ECED1_4833	ec:4.7.1.1	B7MRA4
ecq	ecq:ECED1_4834	ec:2.7.8.37	B7MRA5
ecq	ecq:ECED1_4835	ec:2.7.8.37	B7MRA6
ecq	ecq:ECED1_4836	ec:2.7.8.37	B7MSL5
ecq	ecq:ECED1_4840	ec:7.3.2.2	B7MRB1
ecq	ecq:ECED1_4846	ec:2.7.13.3	B7MRB7
ecq	ecq:ECED1_0299	ec:5.3.1.30	B7MQA1
ecq	ecq:ECED1_0300	ec:1.2.1.18	B7MQA2
ecq	ecq:ECED1_0300	ec:1.2.1.27	B7MQA2
ecq	ecq:ECED1_0303	ec:4.2.1.44	B7MQA4
ecq	ecq:ECED1_0306	ec:5.3.99.11	B7MQA7
ecq	ecq:ECED1_0311	ec:2.7.1.92	B7MQB2
ecq	ecq:ECED1_0314	ec:3.7.1.22	B7MQB3
ecq	ecq:ECED1_0326	ec:2.7.1.15	B7MP66
ecq	ecq:ECED1_1467	ec:4.2.1.20	B7MU99
ecq	ecq:ECED1_2327	ec:2.4.2.21	B7MWP8
ecq	ecq:ECED1_2328	ec:2.7.8.26	B7MWP9
ecq	ecq:ECED1_0256	ec:5.3.1.28	B7MQ59
ecq	ecq:ECED1_0265	ec:2.7.7.7	B7MQ67
ecq	ecq:ECED1_5272	ec:2.7.13.3	B7MTE7
ecq	ecq:ECED1_0674	ec:2.7.13.3	B7MPJ8
ecq	ecq:ECED1_0676	ec:7.2.2.6	B7MPK0
ecq	ecq:ECED1_0680	ec:4.1.99.3	B7MPK4
ecq	ecq:ECED1_0463	ec:3.4.21.53	B7MQF5
ecq	ecq:ECED1_0465	ec:5.2.1.8	B7MQF7
ecq	ecq:ECED1_0468	ec:6.3.4.20	B7MQG0
ecq	ecq:ECED1_0624	ec:2.8.1.8	B7MRR5
ecq	ecq:ECED1_0626	ec:2.3.1.181	B7MRR7
ecq	ecq:ECED1_0628	ec:3.4.16.4	B7MRR9
ecq	ecq:ECED1_0632	ec:3.4.16.4	B7MRS2
ecq	ecq:ECED1_0633	ec:2.1.1.177	B7MRS3
ecq	ecq:ECED1_0685	ec:3.5.2.9	B7MPK9
ecq	ecq:ECED1_0686	ec:4.2.99.18	B7MPL0
ecq	ecq:ECED1_0689	ec:2.3.3.1	B7MPL3
ecq	ecq:ECED1_0693	ec:1.3.5.1	B7MPL7
ecq	ecq:ECED1_0693	ec:1.3.5.4	B7MPL7
ecq	ecq:ECED1_0694	ec:1.3.5.1	B7MPL8
ecq	ecq:ECED1_0694	ec:1.3.5.4	B7MPL8
ecq	ecq:ECED1_0695	ec:1.2.4.2	B7MPL9
ecq	ecq:ECED1_0696	ec:2.3.1.61	B7MPM0
ecq	ecq:ECED1_0697	ec:6.2.1.5	B7MPM1
ecq	ecq:ECED1_0698	ec:6.2.1.5	B7MPM2
ecq	ecq:ECED1_0700	ec:7.1.1.7	B7MPM4
ecq	ecq:ECED1_0701	ec:7.1.1.7	B7MPM5
ecq	ecq:ECED1_0711	ec:2.5.1.72	B7MPN4
ecq	ecq:ECED1_0715	ec:2.5.1.54	B7MPN8
ecq	ecq:ECED1_0716	ec:5.4.2.11	B7MPN9
ecq	ecq:ECED1_0717	ec:5.1.3.3	B7MPP0
ecq	ecq:ECED1_0718	ec:2.7.1.6	B7MPP1
ecq	ecq:ECED1_0990	ec:2.1.1.191	B7MS78
ecq	ecq:ECED1_0991	ec:3.6.1.7	B7MS79
ecq	ecq:ECED1_1801	ec:1.6.1.2	B7MV78
ecq	ecq:ECED1_1801	ec:7.1.1.1	B7MV78
ecq	ecq:ECED1_1802	ec:1.6.1.2	B7MV79
ecq	ecq:ECED1_1802	ec:7.1.1.1	B7MV79
ecq	ecq:ECED1_1808	ec:2.7.13.3	B7MV85
ecq	ecq:ECED1_1810	ec:4.2.1.2	B7MV87
ecq	ecq:ECED1_1811	ec:4.2.1.2	B7MV88
ecq	ecq:ECED1_1812	ec:5.3.1.8	B7MV89
ecq	ecq:ECED1_1816	ec:3.2.1.31	B7MV93
ecq	ecq:ECED1_1829	ec:7.2.1.2	B7MV10
ecq	ecq:ECED1_1830	ec:7.2.1.2	B7MVA7
ecq	ecq:ECED1_1831	ec:7.2.1.2	B7MV12
ecq	ecq:ECED1_1834	ec:4.2.99.18	B7MVB1
ecq	ecq:ECED1_1837	ec:2.7.1.35	B7MVB4
ecq	ecq:ECED1_1838	ec:6.1.1.1	B7MVB5
ecq	ecq:ECED1_1839	ec:1.4.3.5	B7MVB6
ecq	ecq:ECED1_1841	ec:2.7.1.170	B7MVB8
ecq	ecq:ECED1_1847	ec:1.15.1.1	B7MVC4
ecq	ecq:ECED1_2676	ec:1.1.5.4	B7MXP1
ecq	ecq:ECED1_2678	ec:1.14.11.33	B7MXP3
ecq	ecq:ECED1_0636	ec:2.7.7.18	B7MRS6
ecq	ecq:ECED1_0637	ec:2.7.7.7	B7MRS7
ecq	ecq:ECED1_0639	ec:6.1.1.4	B7MRS9
ecq	ecq:ECED1_0642	ec:7.4.2.1	B7MRT2
ecq	ecq:ECED1_0648	ec:2.3.1.269	B7MPH3
ecq	ecq:ECED1_0653	ec:1.14.99.60	B7MPH8
ecq	ecq:ECED1_0655	ec:6.3.5.4	B7MPH9
ecq	ecq:ECED1_0658	ec:3.5.1.25	B7MPI2
ecq	ecq:ECED1_0659	ec:3.5.99.6	B7MPI3
ecq	ecq:ECED1_0660	ec:2.7.1.193	B7MPI4
ecq	ecq:ECED1_0661	ec:6.1.1.18	B7MPI5
ecq	ecq:ECED1_0672	ec:4.1.1.17	B7MPJ6
ecq	ecq:ECED1_0937	ec:2.7.4.25	B7MS25
ecq	ecq:ECED1_0942	ec:2.7.1.130	B7MS30
ecq	ecq:ECED1_0948	ec:2.7.7.38	B7MS36
ecq	ecq:ECED1_0960	ec:6.1.1.22	B7MS48
ecq	ecq:ECED1_0961	ec:6.3.4.21	B7MS49
ecq	ecq:ECED1_0962	ec:3.4.11.2	B7MS50
ecq	ecq:ECED1_0977	ec:4.2.1.59	B7MS65
ecq	ecq:ECED1_0977	ec:5.3.3.14	B7MS65
ecq	ecq:ECED1_0985	ec:3.6.4.12	B7MS73
ecq	ecq:ECED1_0986	ec:4.2.3.3	B7MS74
ecq	ecq:ECED1_1749	ec:4.2.1.8	B7MV27
ecq	ecq:ECED1_1762	ec:6.3.3.3	B7MV40
ecq	ecq:ECED1_2666	ec:7.6.2.5	B7MXN1
ecq	ecq:ECED1_4366	ec:2.2.1.6	B7N1Y0
ecq	ecq:ECED1_4367	ec:2.2.1.6	B7N1Y1
ecq	ecq:ECED1_4385	ec:2.7.1.58	B7N1Z8
ecq	ecq:ECED1_2329	ec:2.7.1.156	B7MWQ0
ecq	ecq:ECED1_2329	ec:2.7.7.62	B7MWQ0
ecq	ecq:ECED1_3146	ec:6.1.1.7	B7MYZ4
ecq	ecq:ECED1_3149	ec:3.5.1.42	B7MYZ7
ecq	ecq:ECED1_3152	ec:2.7.1.198	B7N308
ecq	ecq:ECED1_3153	ec:2.7.1.198	B7MYK4
ecq	ecq:ECED1_3154	ec:1.1.1.140	B7N309
ecq	ecq:ECED1_3157	ec:5.3.1.13	B7MZ03
ecq	ecq:ECED1_3168	ec:3.4.23.51	B7MZ13
ecq	ecq:ECED1_3199	ec:2.1.1.77	B7MZ44
ecq	ecq:ECED1_4042	ec:6.1.1.2	B7N1G1
ecq	ecq:ECED1_4043	ec:3.1.3.18	B7N117
ecq	ecq:ECED1_4044	ec:5.1.3.1	B7N118
ecq	ecq:ECED1_4045	ec:2.1.1.72	B7N119
ecq	ecq:ECED1_4047	ec:4.2.3.4	B7N1G6
ecq	ecq:ECED1_4048	ec:2.7.1.71	B7N122
ecq	ecq:ECED1_4055	ec:2.4.1.129	B7N128
ecq	ecq:ECED1_4055	ec:3.4.16.4	B7N128
ecq	ecq:ECED1_4063	ec:4.1.1.49	B7N136
ecq	ecq:ECED1_4064	ec:2.7.13.3	B7N137
ecq	ecq:ECED1_4072	ec:3.1.1.85	B7N145
ecq	ecq:ECED1_4077	ec:2.4.1.25	B7N149
ecq	ecq:ECED1_4078	ec:2.4.1.1	B7N1J5
ecq	ecq:ECED1_4080	ec:6.5.1.4	B7N1J7
ecq	ecq:ECED1_4085	ec:2.8.1.1	B7N157
ecq	ecq:ECED1_4086	ec:1.1.5.3	B7N158
ecq	ecq:ECED1_4911	ec:4.1.3.3	B7MSE4
ecq	ecq:ECED1_4924	ec:1.8.1.8	B7MSV2
ecq	ecq:ECED1_4927	ec:4.3.1.1	B7MSG0
ecq	ecq:ECED1_4942	ec:1.3.5.4	B7MSX0
ecq	ecq:ECED1_4947	ec:4.1.1.65	B7MSX5
ecq	ecq:ECED1_4948	ec:3.1.3.100	B7MSX6
ecq	ecq:ECED1_4954	ec:3.5.1.28	B7MSI7
ecq	ecq:ECED1_4956	ec:2.5.1.75	B7MSY4
ecq	ecq:ECED1_4962	ec:6.3.4.4	B7MSJ5
ecq	ecq:ECED1_4250	ec:5.3.1.5	B7N1L9
ecq	ecq:ECED1_4269	ec:2.7.1.53	B7N229
ecq	ecq:ECED1_4277	ec:2.9.1.1	B7N237
ecq	ecq:ECED1_4281	ec:2.7.1.197	B7N1P9
ecq	ecq:ECED1_4282	ec:1.1.1.17	B7N242
ecq	ecq:ECED1_4291	ec:1.1.2.3	B7N251
ecq	ecq:ECED1_4292	ec:2.1.1.207	B7N252
ecq	ecq:ECED1_4293	ec:2.3.1.30	B7N253
ecq	ecq:ECED1_4294	ec:1.1.1.94	B7N254
ecq	ecq:ECED1_4303	ec:2.3.1.29	B7N261
ecq	ecq:ECED1_0305	ec:3.2.1.45	B7MQA6
ecq	ecq:ECED1_4305	ec:5.1.3.20	B7N1S3
ecq	ecq:ECED1_0272	ec:2.4.2.22	B7MQ74
ecq	ecq:ECED1_0276	ec:2.7.2.11	B7MQ78
ecq	ecq:ECED1_0277	ec:1.2.1.41	B7MQ79
ecq	ecq:ECED1_1355	ec:2.7.6.1	B7MTZ1
ecq	ecq:ECED1_1356	ec:2.7.1.148	B7MTZ2
ecq	ecq:ECED1_1358	ec:1.2.1.70	B7MTZ4
ecq	ecq:ECED1_1360	ec:2.1.1.297	B7MTZ6
ecq	ecq:ECED1_1363	ec:2.5.1.55	B7MTZ9
ecq	ecq:ECED1_1371	ec:2.7.13.3	B7MU07
ecq	ecq:ECED1_1374	ec:1.7.5.1	B7MU10
ecq	ecq:ECED1_1375	ec:1.7.5.1	B7MU11
ecq	ecq:ECED1_1377	ec:1.7.5.1	B7MU13
ecq	ecq:ECED1_1383	ec:3.5.1.10	B7MU18
ecq	ecq:ECED1_1387	ec:2.7.7.9	B7MU22
ecq	ecq:ECED1_1389	ec:2.7.1.21	B7MU24
ecq	ecq:ECED1_0492	ec:2.4.2.7	B7MQI4
ecq	ecq:ECED1_0493	ec:2.7.7.7	B7MQI5
ecq	ecq:ECED1_0497	ec:2.7.4.3	B7MQI9
ecq	ecq:ECED1_0498	ec:4.99.1.1	B7MQJ0
ecq	ecq:ECED1_0498	ec:4.99.1.9	B7MQJ0
ecq	ecq:ECED1_0500	ec:2.7.1.73	B7MQJ2
ecq	ecq:ECED1_0511	ec:3.5.1.2	B7MQK2
ecq	ecq:ECED1_0787	ec:2.3.1.54	B7MQS6
ecq	ecq:ECED1_0788	ec:1.97.1.4	B7MQS7
ecq	ecq:ECED1_0791	ec:2.10.1.1	B7MQT0
ecq	ecq:ECED1_0803	ec:3.4.16.4	B7MQU2
ecq	ecq:ECED1_0824	ec:2.1.1.189	B7MQW3
ecq	ecq:ECED1_1571	ec:3.6.4.13	B7MUK3
ecq	ecq:ECED1_1574	ec:1.2.1.12	B7MUK6
ecq	ecq:ECED1_1602	ec:2.3.1.183	B7MUN4
ecq	ecq:ECED1_2460	ec:2.7.1.50	B7MWQ4
ecq	ecq:ECED1_2470	ec:6.1.1.10	B7MX36
ecq	ecq:ECED1_3331	ec:4.3.1.15	B7MZ25
ecq	ecq:ECED1_3333	ec:3.5.2.2	B7MZ27
ecq	ecq:ECED1_3334	ec:2.7.2.2	B7MZ28
ecq	ecq:ECED1_3337	ec:2.7.7.76	B7MZ31
ecq	ecq:ECED1_3348	ec:5.3.3.2	B7MZ42
ecq	ecq:ECED1_3349	ec:6.1.1.6	B7MZ43
ecq	ecq:ECED1_3352	ec:5.3.4.1	B7MZJ1
ecq	ecq:ECED1_3360	ec:3.2.1.86	B7MZJ9
ecq	ecq:ECED1_4196	ec:1.11.1.5	B7N1V8
ecq	ecq:ECED1_4197	ec:3.2.1.28	B7N1V9
ecq	ecq:ECED1_4204	ec:2.7.1.45	B7N1H3
ecq	ecq:ECED1_4234	ec:3.2.2.20	B7N1K3
ecq	ecq:ECED1_4242	ec:6.1.1.14	B7N1L1
ecq	ecq:ECED1_4243	ec:6.1.1.14	B7N203
ecq	ecq:ECED1_5087	ec:3.1.3.11	B7MTB1
ecq	ecq:ECED1_5088	ec:6.3.2.45	B7MSW8
ecq	ecq:ECED1_5092	ec:1.97.1.4	B7N317
ecq	ecq:ECED1_5094	ec:3.2.1.93	B7MSX4
ecq	ecq:ECED1_5095	ec:2.7.1.201	B7MTB8
ecq	ecq:ECED1_5097	ec:7.2.2.14	B7MSX7
ecq	ecq:ECED1_5098	ec:3.5.99.10	B7MSX8
ecq	ecq:ECED1_5100	ec:2.1.3.2	B7MTC3
ecq	ecq:ECED1_5103	ec:2.1.3.3	B7MTC6
ecq	ecq:ECED1_5104	ec:2.7.2.2	B7MTC7
ecq	ecq:ECED1_5105	ec:3.5.3.6	B7MSY5
ecq	ecq:ECED1_5107	ec:2.1.3.3	B7MTD0
ecq	ecq:ECED1_4390	ec:5.6.2.2	B7N2E4
ecq	ecq:ECED1_4392	ec:2.7.7.7	B7N205
ecq	ecq:ECED1_4395	ec:3.1.26.5	B7N2E9
ecq	ecq:ECED1_4399	ec:4.1.99.1	B7N212
ecq	ecq:ECED1_4411	ec:3.2.1.86	B7N224
ecq	ecq:ECED1_5252	ec:4.1.2.4	B7N2V7
ecq	ecq:ECED1_5254	ec:5.4.2.7	B7MTC9
ecq	ecq:ECED1_5255	ec:2.4.2.1	B7N2V8
ecq	ecq:ECED1_5257	ec:6.3.1.20	B7MTD2
ecq	ecq:ECED1_0071	ec:4.2.1.33	B7MNS9
ecq	ecq:ECED1_0071	ec:4.2.1.35	B7MNS9
ecq	ecq:ECED1_0072	ec:4.2.1.33	B7MNT0
ecq	ecq:ECED1_0072	ec:4.2.1.35	B7MNT0
ecq	ecq:ECED1_0073	ec:1.1.1.85	B7MNT1
ecq	ecq:ECED1_0074	ec:2.3.3.13	B7MNT2
ecq	ecq:ECED1_0079	ec:2.2.1.6	B7MNT7
ecq	ecq:ECED1_0080	ec:2.2.1.6	B7MNT8
ecq	ecq:ECED1_0083	ec:2.1.1.199	B7MNU1
ecq	ecq:ECED1_0085	ec:3.4.16.4	B7MNU3
ecq	ecq:ECED1_0086	ec:6.3.2.13	B7MNU4
ecq	ecq:ECED1_0087	ec:6.3.2.10	B7MNU5
ecq	ecq:ECED1_0088	ec:2.7.8.13	B7MNU6
ecq	ecq:ECED1_0089	ec:6.3.2.9	B7MNU7
ecq	ecq:ECED1_0091	ec:2.4.1.227	B7MNU9
ecq	ecq:ECED1_0092	ec:6.3.2.8	B7MNV0
ecq	ecq:ECED1_0093	ec:6.3.2.4	B7MNV1
ecq	ecq:ECED1_0097	ec:3.5.1.108	B7MNV5
ecq	ecq:ECED1_0099	ec:7.4.2.8	B7MNV7
