Batch	Plate	Well	No	Extraction	Species_name	Incubated	Drug	Concentration	Replicate	Drug_measured	Intensity	IntensityNorm	Standard	StandardIntensity
Batch 5	Plate 5	H06	23	supernatant	L. paracasei	Yes	Rosiglitazone	50	2	Duloxetine			Sulfamethazine_IS	3774221.588
Batch 5	Plate 5	H07	23	supernatant	L. paracasei	Yes	Rosiglitazone	50	3	Duloxetine			Sulfamethazine_IS	4061009.402
Batch 5	Plate 5	H08	23	supernatant	L. paracasei	Yes	Rosiglitazone	50	4	Duloxetine			Sulfamethazine_IS	3876265.131
Batch 5	Plate 5	H09	20	supernatant	no bug	Yes	Rosiglitazone	50	3	Duloxetine			Sulfamethazine_IS	3870626.293
Batch 5	Plate 5	H10	20	supernatant	no bug	Yes	Rosiglitazone	50	4	Duloxetine			Sulfamethazine_IS	3770496.807
Batch 4	Plate 4	A01	-	total	E. coli IAI1	No	Duloxetine	30	1	Duloxetine	474000	0.16013513513513514	Sulfamethazine_IS	2960000
Batch 4	Plate 4	A02	-	total	E. coli IAI1	No	Duloxetine	40	1	Duloxetine	609000	0.20574324324324325	Sulfamethazine_IS	2960000
Batch 4	Plate 4	A03	-	total	E. coli IAI1	No	Duloxetine	50	1	Duloxetine	812000	0.2839160839160839	Sulfamethazine_IS	2860000
Batch 4	Plate 4	A04	-	total	no bug	Yes	Duloxetine	30	1	Duloxetine	399000	0.14049295774647888	Sulfamethazine_IS	2840000
Batch 4	Plate 4	A05	-	total	no bug	Yes	Duloxetine	40	1	Duloxetine	539000	0.18912280701754386	Sulfamethazine_IS	2850000
Batch 4	Plate 4	A06	-	total	no bug	Yes	Duloxetine	50	1	Duloxetine	755000	0.25945017182130586	Sulfamethazine_IS	2910000
Batch 4	Plate 4	A07	-	supernatant	E. coli IAI1	No	Duloxetine	30	1	Duloxetine	428000	0.15017543859649124	Sulfamethazine_IS	2850000
Batch 4	Plate 4	A08	-	supernatant	E. coli IAI1	No	Duloxetine	40	1	Duloxetine	599000	0.21469534050179212	Sulfamethazine_IS	2790000
Batch 4	Plate 4	A09	-	supernatant	E. coli IAI1	No	Duloxetine	50	1	Duloxetine	743000	0.26254416961130744	Sulfamethazine_IS	2830000
Batch 4	Plate 4	A10	-	supernatant	no bug	Yes	Duloxetine	30	1	Duloxetine	362000	0.12657342657342657	Sulfamethazine_IS	2860000
Batch 4	Plate 4	A11	-	supernatant	no bug	Yes	Duloxetine	40	1	Duloxetine	533000	0.19311594202898552	Sulfamethazine_IS	2760000
Batch 4	Plate 4	A12	-	supernatant	no bug	Yes	Duloxetine	50	1	Duloxetine	574000	0.20427046263345194	Sulfamethazine_IS	2810000
Batch 4	Plate 4	B01	-	total	no bug	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	2790000
Batch 4	Plate 4	B02	-	total	E. coli IAI1	Yes	Duloxetine	0	1	Duloxetine	0	0	Sulfamethazine_IS	2920000
Batch 4	Plate 4	B03	-	total	E. coli IAI1	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	2810000
Batch 4	Plate 4	B04	-	total	E. coli IAI1	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	2800000
Batch 4	Plate 4	B05	-	total	no bug	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	2730000
Batch 4	Plate 4	B06	-	supernatant	no bug	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	2780000
Batch 4	Plate 4	B07	-	supernatant	E. coli IAI1	Yes	Duloxetine	0	1	Duloxetine	0	0	Sulfamethazine_IS	2810000
Batch 4	Plate 4	B08	-	supernatant	E. coli IAI1	Yes	Duloxetine	0	2	Duloxetine	0	0	Sulfamethazine_IS	2710000
Batch 4	Plate 4	B09	-	supernatant	E. coli IAI1	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	2770000
Batch 4	Plate 4	B10	-	supernatant	no bug	Yes	Duloxetine	0	3	Duloxetine	0	0	Sulfamethazine_IS	2670000
Batch 4	Plate 4	B11	-	total	no bug	Yes	Duloxetine	10	2	Duloxetine	74600	0.02683453237410072	Sulfamethazine_IS	2780000
Batch 4	Plate 4	B12	-	total	E. coli IAI1	Yes	Duloxetine	10	1	Duloxetine	98000	0.03616236162361624	Sulfamethazine_IS	2710000
Batch 4	Plate 4	C01	-	total	E. coli IAI1	Yes	Duloxetine	10	2	Duloxetine	94600	0.03402877697841727	Sulfamethazine_IS	2780000
Batch 4	Plate 4	C02	-	total	E. coli IAI1	Yes	Duloxetine	10	3	Duloxetine	93800	0.03435897435897436	Sulfamethazine_IS	2730000
Batch 4	Plate 4	C03	-	total	no bug	Yes	Duloxetine	10	3	Duloxetine	80500	0.029487179487179487	Sulfamethazine_IS	2730000
Batch 4	Plate 4	C04	-	supernatant	no bug	Yes	Duloxetine	10	2	Duloxetine	92500	0.03413284132841329	Sulfamethazine_IS	2710000
Batch 4	Plate 4	C05	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	1	Duloxetine	89900	0.033296296296296296	Sulfamethazine_IS	2700000
Batch 4	Plate 4	C06	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	2	Duloxetine	88800	0.03264705882352941	Sulfamethazine_IS	2720000
Batch 4	Plate 4	C07	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	3	Duloxetine	101000	0.03686131386861314	Sulfamethazine_IS	2740000
Batch 4	Plate 4	C08	-	supernatant	no bug	Yes	Duloxetine	10	3	Duloxetine	93300	0.0349438202247191	Sulfamethazine_IS	2670000
Batch 4	Plate 4	C09	-	total	no bug	Yes	Duloxetine	20	2	Duloxetine	172000	0.06590038314176246	Sulfamethazine_IS	2610000
Batch 4	Plate 4	C10	-	total	E. coli IAI1	Yes	Duloxetine	20	1	Duloxetine	254000	0.0951310861423221	Sulfamethazine_IS	2670000
Batch 4	Plate 4	C11	-	total	E. coli IAI1	Yes	Duloxetine	20	2	Duloxetine	255000	0.09845559845559845	Sulfamethazine_IS	2590000
Batch 4	Plate 4	C12	-	total	E. coli IAI1	Yes	Duloxetine	20	3	Duloxetine	259000	0.09592592592592593	Sulfamethazine_IS	2700000
Batch 4	Plate 4	D01	-	total	no bug	Yes	Duloxetine	20	3	Duloxetine	188000	0.06911764705882353	Sulfamethazine_IS	2720000
Batch 4	Plate 4	D02	-	supernatant	no bug	Yes	Duloxetine	20	2	Duloxetine	302000	0.10981818181818181	Sulfamethazine_IS	2750000
Batch 4	Plate 4	D03	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	1	Duloxetine	277000	0.10452830188679245	Sulfamethazine_IS	2650000
Batch 4	Plate 4	D04	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	2	Duloxetine	264000	0.09887640449438202	Sulfamethazine_IS	2670000
Batch 4	Plate 4	D05	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	3	Duloxetine	262000	0.09290780141843971	Sulfamethazine_IS	2820000
Batch 4	Plate 4	D06	-	supernatant	no bug	Yes	Duloxetine	20	3	Duloxetine	286000	0.10514705882352941	Sulfamethazine_IS	2720000
Batch 4	Plate 4	D07	-	total	no bug	Yes	Duloxetine	30	2	Duloxetine	398000	0.1463235294117647	Sulfamethazine_IS	2720000
Batch 4	Plate 4	D08	-	total	E. coli IAI1	Yes	Duloxetine	30	1	Duloxetine	442000	0.16072727272727272	Sulfamethazine_IS	2750000
Batch 4	Plate 4	D09	-	total	E. coli IAI1	Yes	Duloxetine	30	2	Duloxetine	391000	0.1427007299270073	Sulfamethazine_IS	2740000
Batch 4	Plate 4	D10	-	total	E. coli IAI1	Yes	Duloxetine	30	3	Duloxetine	425000	0.16283524904214558	Sulfamethazine_IS	2610000
Batch 4	Plate 4	D11	-	total	no bug	Yes	Duloxetine	30	3	Duloxetine	385000	0.14154411764705882	Sulfamethazine_IS	2720000
Batch 4	Plate 4	D12	-	supernatant	no bug	Yes	Duloxetine	30	2	Duloxetine	369000	0.13924528301886793	Sulfamethazine_IS	2650000
Batch 4	Plate 4	E01	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	1	Duloxetine	355000	0.13295880149812733	Sulfamethazine_IS	2670000
Batch 4	Plate 4	E02	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	2	Duloxetine	346000	0.13206106870229006	Sulfamethazine_IS	2620000
Batch 4	Plate 4	E03	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	3	Duloxetine	341000	0.12676579925650558	Sulfamethazine_IS	2690000
Batch 4	Plate 4	E04	-	supernatant	no bug	Yes	Duloxetine	30	3	Duloxetine	359000	0.13547169811320756	Sulfamethazine_IS	2650000
Batch 4	Plate 4	E05	-	total	no bug	Yes	Duloxetine	40	2	Duloxetine	499000	0.19045801526717557	Sulfamethazine_IS	2620000
Batch 4	Plate 4	E06	-	total	E. coli IAI1	Yes	Duloxetine	40	1	Duloxetine	503000	0.1876865671641791	Sulfamethazine_IS	2680000
Batch 4	Plate 4	E07	-	total	E. coli IAI1	Yes	Duloxetine	40	2	Duloxetine	512000	0.191044776119403	Sulfamethazine_IS	2680000
Batch 4	Plate 4	E08	-	total	E. coli IAI1	Yes	Duloxetine	40	3	Duloxetine	509000	0.19576923076923078	Sulfamethazine_IS	2600000
Batch 4	Plate 4	E09	-	total	no bug	Yes	Duloxetine	40	3	Duloxetine	534000	0.1934782608695652	Sulfamethazine_IS	2760000
Batch 4	Plate 4	E10	-	supernatant	no bug	Yes	Duloxetine	40	2	Duloxetine	522000	0.1947761194029851	Sulfamethazine_IS	2680000
Batch 4	Plate 4	E11	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	1	Duloxetine	498000	0.18513011152416356	Sulfamethazine_IS	2690000
Batch 4	Plate 4	E12	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	2	Duloxetine	533000	0.1938181818181818	Sulfamethazine_IS	2750000
Batch 4	Plate 4	F01	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	3	Duloxetine	546000	0.19927007299270072	Sulfamethazine_IS	2740000
Batch 4	Plate 4	F02	-	supernatant	no bug	Yes	Duloxetine	40	3	Duloxetine	538000	0.19422382671480146	Sulfamethazine_IS	2770000
Batch 4	Plate 4	F03	-	total	no bug	Yes	Duloxetine	50	2	Duloxetine	707000	0.2599264705882353	Sulfamethazine_IS	2720000
Batch 4	Plate 4	F04	-	total	E. coli IAI1	Yes	Duloxetine	50	1	Duloxetine	625000	0.23062730627306274	Sulfamethazine_IS	2710000
Batch 4	Plate 4	F05	-	total	E. coli IAI1	Yes	Duloxetine	50	2	Duloxetine	659000	0.23790613718411552	Sulfamethazine_IS	2770000
Batch 4	Plate 4	F06	-	total	E. coli IAI1	Yes	Duloxetine	50	3	Duloxetine	665000	0.24448529411764705	Sulfamethazine_IS	2720000
Batch 4	Plate 4	F07	-	total	no bug	Yes	Duloxetine	50	3	Duloxetine	725000	0.2767175572519084	Sulfamethazine_IS	2620000
Batch 4	Plate 4	F08	-	supernatant	no bug	Yes	Duloxetine	50	2	Duloxetine	569000	0.2099630996309963	Sulfamethazine_IS	2710000
Batch 4	Plate 4	F09	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	1	Duloxetine	637000	0.23419117647058824	Sulfamethazine_IS	2720000
Batch 4	Plate 4	F10	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	2	Duloxetine	646000	0.23405797101449274	Sulfamethazine_IS	2760000
Batch 4	Plate 4	F11	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	3	Duloxetine	616000	0.2298507462686567	Sulfamethazine_IS	2680000
Batch 4	Plate 4	F12	-	supernatant	no bug	Yes	Duloxetine	50	3	Duloxetine	565000	0.21482889733840305	Sulfamethazine_IS	2630000
Batch 4	Plate 4	G01	-	total	no bug	Yes	Duloxetine	70	2	Duloxetine	791000	0.2814946619217082	Sulfamethazine_IS	2810000
Batch 4	Plate 4	G02	-	total	E. coli IAI1	Yes	Duloxetine	70	1	Duloxetine	862000	0.3204460966542751	Sulfamethazine_IS	2690000
Batch 4	Plate 4	G03	-	total	E. coli IAI1	Yes	Duloxetine	70	2	Duloxetine	837000	0.30772058823529413	Sulfamethazine_IS	2720000
Batch 4	Plate 4	G04	-	total	E. coli IAI1	Yes	Duloxetine	70	3	Duloxetine	887000	0.3398467432950192	Sulfamethazine_IS	2610000
Batch 4	Plate 4	G05	-	total	no bug	Yes	Duloxetine	70	3	Duloxetine	789000	0.2922222222222222	Sulfamethazine_IS	2700000
Batch 4	Plate 4	G06	-	supernatant	no bug	Yes	Duloxetine	70	2	Duloxetine	932000	0.353030303030303	Sulfamethazine_IS	2640000
Batch 4	Plate 4	G07	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	1	Duloxetine	825000	0.3021978021978022	Sulfamethazine_IS	2730000
Batch 4	Plate 4	G08	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	2	Duloxetine	811000	0.30261194029850746	Sulfamethazine_IS	2680000
Batch 4	Plate 4	G09	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	3	Duloxetine	793000	0.29261992619926197	Sulfamethazine_IS	2710000
Batch 4	Plate 4	G10	-	supernatant	no bug	Yes	Duloxetine	70	3	Duloxetine	902000	0.3291970802919708	Sulfamethazine_IS	2740000
Batch 4	Plate 4	G11	-	-	no bug	-	-	0	1	Duloxetine	0	0	Sulfamethazine_IS	2670000
Batch 4	Plate 4	G12	-	-	no bug	-	-	0	2	Duloxetine	0	0	Sulfamethazine_IS	2650000
Batch 4	Plate 4	H01	-	total	E. coli IAI1	No	Duloxetine	30	2	Duloxetine	443000	0.16346863468634687	Sulfamethazine_IS	2710000
Batch 4	Plate 4	H02	-	total	E. coli IAI1	No	Duloxetine	40	2	Duloxetine	572000	0.2183206106870229	Sulfamethazine_IS	2620000
Batch 4	Plate 4	H03	-	total	E. coli IAI1	No	Duloxetine	50	2	Duloxetine	750000	0.28957528957528955	Sulfamethazine_IS	2590000
Batch 4	Plate 4	H04	-	total	no bug	Yes	Duloxetine	30	4	Duloxetine	396000	0.14721189591078068	Sulfamethazine_IS	2690000
Batch 4	Plate 4	H05	-	total	no bug	Yes	Duloxetine	40	4	Duloxetine	491000	0.18051470588235294	Sulfamethazine_IS	2720000
Batch 4	Plate 4	H06	-	total	no bug	Yes	Duloxetine	50	4	Duloxetine	735000	0.27735849056603773	Sulfamethazine_IS	2650000
Batch 4	Plate 4	H07	-	supernatant	E. coli IAI1	No	Duloxetine	30	2	Duloxetine	420000	0.16091954022988506	Sulfamethazine_IS	2610000
Batch 4	Plate 4	H08	-	supernatant	E. coli IAI1	No	Duloxetine	40	2	Duloxetine	544000	0.20374531835205992	Sulfamethazine_IS	2670000
Batch 4	Plate 4	H09	-	supernatant	E. coli IAI1	No	Duloxetine	50	2	Duloxetine	706000	0.2576642335766423	Sulfamethazine_IS	2740000
Batch 4	Plate 4	H10	-	supernatant	no bug	Yes	Duloxetine	30	4	Duloxetine	363000	0.1264808362369338	Sulfamethazine_IS	2870000
Batch 4	Plate 4	H11	-	supernatant	no bug	Yes	Duloxetine	40	4	Duloxetine	496000	0.18507462686567164	Sulfamethazine_IS	2680000
Batch 4	Plate 4	H12	-	supernatant	no bug	Yes	Duloxetine	50	4	Duloxetine	551000	0.20407407407407407	Sulfamethazine_IS	2700000
Batch 3	Plate 1	A01	29	total	no bug	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	2571486
Batch 3	Plate 1	A02	29	total	no bug	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	2638705
Batch 3	Plate 1	A03	29	supernatant	no bug	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	1907665
Batch 3	Plate 1	A04	29	supernatant	no bug	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	2672491
Batch 3	Plate 1	A05	30	total	no bug	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	2722474
Batch 3	Plate 1	A06	30	total	no bug	Yes	Duloxetine	10	2	Montelukast			Sulfamethazine_IS	2762525
Batch 3	Plate 1	A07	30	supernatant	no bug	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	1479691
Batch 3	Plate 1	A08	30	supernatant	no bug	Yes	Duloxetine	10	2	Montelukast			Sulfamethazine_IS	2754810
Batch 3	Plate 1	A09	31	total	no bug	Yes	Duloxetine	20	1	Montelukast			Sulfamethazine_IS	2595644
Batch 3	Plate 1	A10	31	total	no bug	Yes	Duloxetine	20	2	Montelukast			Sulfamethazine_IS	2692032
Batch 3	Plate 1	A11	31	supernatant	no bug	Yes	Duloxetine	20	1	Montelukast			Sulfamethazine_IS	2639390
Batch 3	Plate 1	A12	31	supernatant	no bug	Yes	Duloxetine	20	2	Montelukast			Sulfamethazine_IS	2771563
Batch 3	Plate 1	B01	32	total	no bug	Yes	Duloxetine	30	1	Montelukast			Sulfamethazine_IS	2675365
Batch 3	Plate 1	B02	32	total	no bug	Yes	Duloxetine	30	2	Montelukast			Sulfamethazine_IS	2735665
Batch 3	Plate 1	B03	32	supernatant	no bug	Yes	Duloxetine	30	1	Montelukast			Sulfamethazine_IS	2850582
Batch 3	Plate 1	B04	32	supernatant	no bug	Yes	Duloxetine	30	2	Montelukast			Sulfamethazine_IS	2815577
Batch 3	Plate 1	B05	33	total	no bug	Yes	Duloxetine	40	1	Montelukast			Sulfamethazine_IS	2772566
Batch 3	Plate 1	B06	33	total	no bug	Yes	Duloxetine	40	2	Montelukast			Sulfamethazine_IS	2848961
Batch 3	Plate 1	B07	33	supernatant	no bug	Yes	Duloxetine	40	1	Montelukast			Sulfamethazine_IS	2807739
Batch 3	Plate 1	B08	33	supernatant	no bug	Yes	Duloxetine	40	2	Montelukast			Sulfamethazine_IS	2891812
Batch 3	Plate 1	B09	34	total	no bug	Yes	Duloxetine	50	1	Montelukast			Sulfamethazine_IS	2776035
Batch 3	Plate 1	B10	34	total	no bug	Yes	Duloxetine	50	2	Montelukast			Sulfamethazine_IS	2759585
Batch 3	Plate 1	B11	34	supernatant	no bug	Yes	Duloxetine	50	1	Montelukast			Sulfamethazine_IS	2792877
Batch 3	Plate 1	B12	34	supernatant	no bug	Yes	Duloxetine	50	2	Montelukast			Sulfamethazine_IS	2753114
Batch 3	Plate 1	C01	35	total	no bug	Yes	Duloxetine	70	1	Montelukast			Sulfamethazine_IS	2746202
Batch 3	Plate 1	C02	35	total	no bug	Yes	Duloxetine	70	2	Montelukast			Sulfamethazine_IS	2781338
Batch 3	Plate 1	C03	35	supernatant	no bug	Yes	Duloxetine	70	1	Montelukast			Sulfamethazine_IS	2874258
Batch 3	Plate 1	C04	35	supernatant	no bug	Yes	Duloxetine	70	2	Montelukast			Sulfamethazine_IS	2830430
Batch 3	Plate 1	C05	1	total	L. lactis	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	2963722
Batch 3	Plate 1	C06	1	total	L. lactis	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	2963449
Batch 3	Plate 1	C07	1	total	L. lactis	Yes	Duloxetine	0	3	Montelukast	0	0	Sulfamethazine_IS	2954395
Batch 3	Plate 1	C08	1	total	L. lactis	Yes	Duloxetine	0	4	Montelukast	0	0	Sulfamethazine_IS	2980270
Batch 3	Plate 1	C09	1	supernatant	L. lactis	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	2938081
Batch 3	Plate 1	C10	1	supernatant	L. lactis	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	2976510
Batch 3	Plate 1	C11	1	supernatant	L. lactis	Yes	Duloxetine	0	3	Montelukast	0	0	Sulfamethazine_IS	2884996
Batch 3	Plate 1	C12	1	supernatant	L. lactis	Yes	Duloxetine	0	4	Montelukast	0	0	Sulfamethazine_IS	2821897
Batch 3	Plate 1	D01	2	total	L. lactis	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	2927006
Batch 3	Plate 1	D02	2	total	L. lactis	Yes	Duloxetine	10	2	Montelukast			Sulfamethazine_IS	3003991
Batch 3	Plate 1	D03	2	total	L. lactis	Yes	Duloxetine	10	3	Montelukast			Sulfamethazine_IS	2987103
Batch 3	Plate 1	D04	2	total	L. lactis	Yes	Duloxetine	10	4	Montelukast			Sulfamethazine_IS	3002852
Batch 3	Plate 1	D05	2	supernatant	L. lactis	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	3028267
Batch 3	Plate 1	D06	2	supernatant	L. lactis	Yes	Duloxetine	10	2	Montelukast			Sulfamethazine_IS	3023070
Batch 3	Plate 1	D07	2	supernatant	L. lactis	Yes	Duloxetine	10	3	Montelukast			Sulfamethazine_IS	3045543
Batch 3	Plate 1	D08	2	supernatant	L. lactis	Yes	Duloxetine	10	4	Montelukast			Sulfamethazine_IS	3088308
Batch 3	Plate 1	D09	3	total	L. lactis	Yes	Duloxetine	20	1	Montelukast			Sulfamethazine_IS	3070242
Batch 3	Plate 1	D10	3	total	L. lactis	Yes	Duloxetine	20	2	Montelukast			Sulfamethazine_IS	2981921
Batch 3	Plate 1	D11	3	total	L. lactis	Yes	Duloxetine	20	3	Montelukast			Sulfamethazine_IS	3023452
Batch 3	Plate 1	D12	3	total	L. lactis	Yes	Duloxetine	20	4	Montelukast			Sulfamethazine_IS	2791872
Batch 3	Plate 1	E01	3	supernatant	L. lactis	Yes	Duloxetine	20	1	Montelukast			Sulfamethazine_IS	2935976
Batch 3	Plate 1	E02	3	supernatant	L. lactis	Yes	Duloxetine	20	2	Montelukast			Sulfamethazine_IS	2920593
Batch 3	Plate 1	E03	3	supernatant	L. lactis	Yes	Duloxetine	20	3	Montelukast			Sulfamethazine_IS	2956767
Batch 3	Plate 1	E04	3	supernatant	L. lactis	Yes	Duloxetine	20	4	Montelukast			Sulfamethazine_IS	2950515
Batch 3	Plate 1	E05	4	total	L. lactis	Yes	Duloxetine	30	1	Montelukast			Sulfamethazine_IS	3040194
Batch 3	Plate 1	E06	4	total	L. lactis	Yes	Duloxetine	30	2	Montelukast			Sulfamethazine_IS	3098423
Batch 3	Plate 1	E07	4	total	L. lactis	Yes	Duloxetine	30	3	Montelukast			Sulfamethazine_IS	3021039
Batch 3	Plate 1	E08	4	total	L. lactis	Yes	Duloxetine	30	4	Montelukast			Sulfamethazine_IS	3039503
Batch 3	Plate 1	E09	4	supernatant	L. lactis	Yes	Duloxetine	30	1	Montelukast			Sulfamethazine_IS	3066627
Batch 3	Plate 1	E10	4	supernatant	L. lactis	Yes	Duloxetine	30	2	Montelukast			Sulfamethazine_IS	3004703
Batch 3	Plate 1	E11	4	supernatant	L. lactis	Yes	Duloxetine	30	3	Montelukast			Sulfamethazine_IS	3061735
Batch 3	Plate 1	E12	4	supernatant	L. lactis	Yes	Duloxetine	30	4	Montelukast			Sulfamethazine_IS	2969247
Batch 3	Plate 1	F01	5	total	L. lactis	Yes	Duloxetine	40	1	Montelukast			Sulfamethazine_IS	2934093
Batch 3	Plate 1	F02	5	total	L. lactis	Yes	Duloxetine	40	2	Montelukast			Sulfamethazine_IS	3064819
Batch 3	Plate 1	F03	5	total	L. lactis	Yes	Duloxetine	40	3	Montelukast			Sulfamethazine_IS	3112685
Batch 3	Plate 1	F04	5	total	L. lactis	Yes	Duloxetine	40	4	Montelukast			Sulfamethazine_IS	3054907
Batch 3	Plate 1	F05	5	supernatant	L. lactis	Yes	Duloxetine	40	1	Montelukast			Sulfamethazine_IS	3004231
Batch 3	Plate 1	F06	5	supernatant	L. lactis	Yes	Duloxetine	40	2	Montelukast			Sulfamethazine_IS	3100085
Batch 3	Plate 1	F07	5	supernatant	L. lactis	Yes	Duloxetine	40	3	Montelukast			Sulfamethazine_IS	3088365
Batch 3	Plate 1	F08	5	supernatant	L. lactis	Yes	Duloxetine	40	4	Montelukast			Sulfamethazine_IS	3051657
Batch 3	Plate 1	F09	6	total	L. lactis	Yes	Duloxetine	50	1	Montelukast			Sulfamethazine_IS	3089322
Batch 3	Plate 1	F10	6	total	L. lactis	Yes	Duloxetine	50	2	Montelukast			Sulfamethazine_IS	3045500
Batch 3	Plate 1	F11	6	total	L. lactis	Yes	Duloxetine	50	3	Montelukast			Sulfamethazine_IS	3002588
Batch 3	Plate 1	F12	6	total	L. lactis	Yes	Duloxetine	50	4	Montelukast			Sulfamethazine_IS	2165555
Batch 3	Plate 1	G01	6	supernatant	L. lactis	Yes	Duloxetine	50	1	Montelukast			Sulfamethazine_IS	2918123
Batch 3	Plate 1	G02	6	supernatant	L. lactis	Yes	Duloxetine	50	2	Montelukast			Sulfamethazine_IS	3027403
Batch 3	Plate 1	G03	6	supernatant	L. lactis	Yes	Duloxetine	50	3	Montelukast			Sulfamethazine_IS	3018640
Batch 3	Plate 1	G04	6	supernatant	L. lactis	Yes	Duloxetine	50	4	Montelukast			Sulfamethazine_IS	3040534
Batch 3	Plate 1	G05	7	total	L. lactis	Yes	Duloxetine	70	1	Montelukast			Sulfamethazine_IS	3080591
Batch 3	Plate 1	G06	7	total	L. lactis	Yes	Duloxetine	70	2	Montelukast			Sulfamethazine_IS	3175321
Batch 3	Plate 1	G07	7	total	L. lactis	Yes	Duloxetine	70	3	Montelukast			Sulfamethazine_IS	3259861
Batch 3	Plate 1	G08	7	total	L. lactis	Yes	Duloxetine	70	4	Montelukast			Sulfamethazine_IS	3075750
Batch 3	Plate 1	G09	7	supernatant	L. lactis	Yes	Duloxetine	70	1	Montelukast			Sulfamethazine_IS	3101990
Batch 3	Plate 1	G10	7	supernatant	L. lactis	Yes	Duloxetine	70	2	Montelukast			Sulfamethazine_IS	3125739
Batch 3	Plate 1	G11	7	supernatant	L. lactis	Yes	Duloxetine	70	3	Montelukast			Sulfamethazine_IS	1719309
Batch 3	Plate 1	G12	7	supernatant	L. lactis	Yes	Duloxetine	70	4	Montelukast			Sulfamethazine_IS	3007447
Batch 3	Plate 1	H01	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	3148713
Batch 3	Plate 1	H02	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	3017304
Batch 3	Plate 1	H03	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	3	Montelukast	0	0	Sulfamethazine_IS	3059371
Batch 3	Plate 1	H04	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	4	Montelukast	0	0	Sulfamethazine_IS	3123320
Batch 3	Plate 1	H05	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	1	Montelukast	0	0	Sulfamethazine_IS	3156993
Batch 3	Plate 1	H06	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	2	Montelukast	0	0	Sulfamethazine_IS	3129247
Batch 3	Plate 1	H07	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	3	Montelukast	0	0	Sulfamethazine_IS	3219628
Batch 3	Plate 1	H08	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	4	Montelukast	0	0	Sulfamethazine_IS	3074984
Batch 3	Plate 1	H09	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	3195264
Batch 3	Plate 1	H10	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	2	Montelukast			Sulfamethazine_IS	3001714
Batch 3	Plate 1	H11	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	3	Montelukast			Sulfamethazine_IS	2963742
Batch 3	Plate 1	H12	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	4	Montelukast			Sulfamethazine_IS	2895627
Batch 3	Plate 2	A01	9	supernatant	Escherichia coli ED1a	Yes	Duloxetine	10	1	Montelukast			Sulfamethazine_IS	3025596
