organism	preparation	variable	original_protein_id	n_hits	temp_hits	gene_name	log2fc	has_hits	log2fc_q	log2fc_z
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2A9	0		CLOSA_2181	0.134025712771157		0.52686052242484	0.114730611249331
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B0	0		CLOSA_2182	0.101139438527538		0.515524889107935	0.0944316095426496
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B1	0		CLOSA_2183	1.84377935597346		0.930014785608674	1.1700733923825
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B2	0		CLOSA_2184	-0.149552538667017		0.423854115327748	-0.0603076240727575
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B3	0		PYRB	-1.73778172612541		0.108920650566782	-1.04063962361738
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B4	1	71.3	CLOSA_2186	-4.05157191456921	destabilized	0.0147856086742238	-2.46882302427236
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B5	0		CLOSA_2187	0.861133908275246		0.776244455396747	0.563537015773664
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B6	0		CLOSA_2188	-1.4392306029374		0.137506160670281	-0.856359406459573
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B7	0		CLOSA_2189	0.351819849946417		0.611631345490389	0.249163704200981
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B8|D9R4V0	0		SIGA	0.157927780885244		0.534253326761952	0.129484125674433
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2B9	0		DNAG	0.122559936075603		0.523903400689995	0.107653378389588
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C0	0		CLOSA_2192	-0.661295344422404		0.276983735830458	-0.3761800762228
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C2	0		CLOSA_2194	-3.37606152113861		0.0246426811237063	-2.05186528294994
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C3	0		CLOSA_2195	-0.869626433447455		0.234105470675209	-0.504772117399217
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C4	0		CLOSA_2196	0.667732684479887		0.718580581567275	0.444160410725189
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C6	0		CLOSA_2198	1.47549444854069		0.895022178413011	0.942750105191534
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C7	0		CLOSA_2199	1.36947735858078		0.878758008871365	0.877311221051255
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2C8	0		CLOSA_2200	-1.37553665447696		0.145391818629867	-0.817044415684827
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D0	0		CLOSA_2202	1.63161574264823		0.913257762444554	1.03911573153345
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D1	0		LEUD	-0.374671573896431		0.355840315426318	-0.199261998973256
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D2	0		LEUC	0.190702483200786		0.549038935436175	0.149714259781773
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D3	0		CLOSA_2205	2.59170661740416		0.966978807294234	1.63173033301941
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D4	0		ILVC	-0.0803607984199683		0.445539674716609	-0.0175991298554277
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D5	2	67,71.3	CLOSA_2207	-4.81122103032566	destabilized	0.0098570724494825	-2.93771526128858
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2D8	1	60.5	CLOSA_2210	3.94389938843999	stabilized	0.99162148841794	2.46636922107603
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2E0	0		RNR	0.519570836726029		0.668309512074914	0.352707740284595
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2E3	0		PHET	1.22110402580054		0.85066535239034	0.785728011806552
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2E4	0		PHES	-0.0554553042117522		0.454903893543618	-0.0022262522319789
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2E5	0		CLOSA_2217	-1.29203858947208		0.156727451946772	-0.765505364727491
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F1	0		CLOSA_4066	-2.55710870166467		0.0463282405125678	-1.5463679269088
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F2	0		CLOSA_4067	-0.220647305997334		0.40019714144899	-0.104190758801961
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F3	0		CLOSA_4068	0.651757852557761		0.714637752587482	0.434299970529106
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F4	0		CLOSA_4069	1.3907034526479		0.880236569738788	0.890412994651478
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F5	0		CLOSA_4070	-0.000942079247562457		0.471168063085264	0.0314219512217621
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F7	0		CLOSA_4072	-1.39873537883444		0.142927550517496	-0.831363792268409
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F8	0		CLOSA_4073	0.826029407028363		0.766387382947265	0.541868816893976
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2F9	0		MFD	3.27195938911016		0.98324297683588	2.05161529996772
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2G0	0		PTH	0.018700540828423		0.477575160177427	0.0435463279599843
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2G3	0		CLOSA_4078	0.503318871942491		0.660423854115328	0.342676240260174
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2G7	0		CLOSA_4082	-0.923483930971639		0.222769837358305	-0.538015574108915
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2G8	0		CLOSA_4083	-1.06546901079448		0.193198620009857	-0.625655644136196
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2G9	0		XPT	-0.428150440785093		0.341054706752095	-0.232271746511166
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H0	0		CLOSA_4085	0.467627059204197		0.648102513553475	0.320645524274469
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H1	0		CLOSA_4086	0.0163072574532221		0.476589452932479	0.0420690775132512
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H2	0		DTD	0.859501298843868		0.775751601774273	0.56252929013748
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H4	0		CLOSA_4089	-1.28236216107658		0.15771315919172	-0.759532604327218
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H5	0		CLOSA_4090	-1.07817309571649		0.190241498275012	-0.633497220825711
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H6	0		CLOSA_4091	-0.331582050729244		0.37161163134549	-0.172665057713467
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H7	1	60.5	CLOSA_4092	0.838486342339529	stabilized	0.770823065549532	0.549557840870003
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H8	0		CLOSA_4093	1.07090611329999		0.8171513060621	0.693018583562935
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2H9	0		CLOSA_4094	4.62432680515674		0.995071463775259	2.88636198738601
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I0	0		CLOSA_4095	-1.62388980812988		0.116806308526368	-0.970340014101193
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I1	0		CLOSA_4097	-0.796696215942624		0.25086249383933	-0.459756053900127
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I2	0		CLOSA_4098	0.150964444241913		0.530310497782159	0.125186016944934
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I3	0		CLOSA_4099	-2.62221542659845		0.0448496796451454	-1.58655495176777
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I4	0		CLOSA_4100	-2.01518644195501		0.0808279940857565	-1.21186725367216
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I5	0		CLOSA_4101	0.672716164474733		0.720551996057171	0.447236456012995
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I6	0		CLOSA_4102	-0.481906648559134		0.325776244455397	-0.265452682279885
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2I8|D9R7W4	0		GLPK	-0.440809485854736		0.33809758501725	-0.24008552242175
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J0|D9R7S1	0		ADE	0.0493183637771201		0.490882207984229	0.0624451316276292
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J0|D9R7S1|D9R9H9	0		ADE	0.698070570751122		0.730901922129128	0.462886423913394
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J2	0		CLOSA_4108	-0.0176381808825001		0.466732380482997	0.0211163084155299
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J3	0		LUXS	0.55682002176074		0.68457368161656	0.375699741901768
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J8	0		CLOSA_4115	0.0502639887992465		0.491867915229177	0.0630288172040441
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2J9	0		CLOSA_4116	1.02428971128999		0.810744208969936	0.664244681814425
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2K0	0		CLOSA_4117	-0.564813075049808		0.301133563331691	-0.316626545283099
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2K1	0		CLOSA_4118	-3.20702857618061		0.0280926564810251	-1.94752996017152
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2K3	0		CLOSA_4120	-1.66849828784153		0.113849186791523	-0.997874528929215
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2K4	0		CLOSA_4121	-0.874035273028405		0.233119763430261	-0.507493466783924
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2K5	0		CLOSA_4122	1.12995611276914		0.830458353868901	0.729467104034556
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L0	0		CLOSA_4128	0.700613232195001		0.732873336619024	0.464455877741044
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L1	0		CLOSA_4129	-0.987633709449616		0.206505667816658	-0.577611925254116
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L2	0		CLOSA_4130	-2.20501642724144		0.0680137999014293	-1.3290395172969
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L4	0		CLOSA_4132	0.636250812164877		0.710694923607688	0.424728273927999
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L6	0		CLOSA_4134	-1.25610597595835		0.160177427304091	-0.743326014837099
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2L8	0		PYRC	-0.515787194580496		0.314440611138492	-0.286365396697341
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2M1	0		CLOSA_4139	3.11020634277041		0.980778708723509	1.95177348330621
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2M3	0		CLOSA_4141	0.0895251983896427		0.512074913750616	0.0872627378536745
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2M7	0		CLOSA_4145	-2.12442941202768		0.0724494825036964	-1.27929730730247
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2N3	0		CLOSA_4155	0.334374644604992		0.603745687530803	0.238395678295228
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2N4	0		CLOSA_4156	-0.0324314634508012		0.460325283390833	0.0119851777232279
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2N6	0		CLOSA_4158	-0.981157935677809		0.207984228684081	-0.573614763949913
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2N9	0		CLOSA_4161	1.10856530614563		0.826515524889108	0.716263661864689
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2P7	0		ATPE	0.735932073186617		0.741744701823558	0.486256377495313
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2P9	0		CLOSA_4171	-0.427322401794617		0.341547560374569	-0.231760640730184
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Q0	0		CLOSA_4172	-0.162982028442709		0.420404139970429	-0.068596955781701
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Q3	0		CLOSA_4175	-1.71157116331997		0.111877772301626	-1.02446119442897
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Q4	0		CLOSA_4176	1.14355595982549		0.832922621981272	0.737861588510427
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Q7	0		CLOSA_4179	-1.27475857588553		0.158206012814194	-0.754839303175905
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Q8	0		CLOSA_4180	-0.811932673065327		0.246426811237063	-0.469160733397913
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R0	1	49	CLOSA_4182	2.59352980650805	stabilized	0.967471660916708	1.6328556936625
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R1	0		CLOSA_4183	0.404001421412946		0.629374075899458	0.281372698154194
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R3	0		TRMB	0.369963227953908		0.618531296205027	0.260362676100648
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R4	0		CLOSA_4186	-1.86059774141008		0.0936421882700838	-1.11644761832676
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R5	0		CLOSA_4187	1.17191326519252		0.840808279940858	0.755365091211226
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2R9	0		CLOSA_4191	-2.4816566404441		0.0497782158698866	-1.49979525929243
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2S0	0		CLOSA_4192	-1.4331235571009		0.138491867915229	-0.852589841900832
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2S1	0		CLOSA_4193	1.28253145026343		0.862986692952193	0.823643994163574
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2S5	0		CLOSA_0275	0.692602532276086		0.728930507639231	0.459511285656177
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2T1	0		CLOSA_0281	0.590260010620636		0.69295219319862	0.396340523095466
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2V2	0		CLOSA_0304	0.386228450330254		0.624445539674717	0.270402359353641
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2V6	0		CLOSA_0308	-1.42211765235711		0.138984721537703	-0.845796464289161
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2V7	0		RPLI	-0.817609831114775		0.245441103992114	-0.472664950387687
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2V8	1	60.5	CLOSA_0310	1.84771895719676	stabilized	0.930507639231148	1.17250510511964
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2V9	0		CLOSA_0311	1.17690327687267		0.841793987185806	0.758445168171639
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W0	0		CLOSA_0312	1.43269408362562		0.889600788565796	0.916331646413824
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W2	0		CLOSA_0314	0.238797989956054		0.568260226712666	0.179401136637346
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W3	0		CLOSA_0315	0.229964544096184		0.564317397732873	0.173948705898094
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W4	1	71.3	CLOSA_0316	-2.50247776193901	destabilized	0.0487925086249384	-1.51264706420134
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W5	0		CLOSA_0317	1.5216053219061		0.899457861015278	0.971211970169221
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W6	0		CLOSA_0318	-2.50268653632205		0.0482996550024643	-1.51277592986506
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2W9	0		CLOSA_0322	-1.36151892232816		0.148841793987186	-0.808391992284584
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2X0	0		CLOSA_0323	-2.30515661244549		0.0616067028092656	-1.39085089110307
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2X1	0		CLOSA_0324	0.82624685771687		0.766880236569739	0.54200303799377
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2X4	0		CLOSA_0327	-1.16382421248893		0.17447018235584	-0.686365239643026
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2X5	0		CLOSA_0328	-0.0184094401229459		0.466239526860522	0.0206402498470789
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Y0	0		CLOSA_0333	0.621043175994975		0.704780680137999	0.415341384118572
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Y1	0		CLOSA_0334	-0.925980308045527		0.22227698373583	-0.539556458981066
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Y6	0		CLOSA_0339	-0.188317487250683		0.412025628388369	-0.0842352283866436
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Y9	0		CLOSA_0342	1.49437552822601		0.896993592902908	0.954404422306243
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z0	0		CLOSA_0343	-0.269824760119935		0.388861508132085	-0.134545465989827
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z1	0		ASNA	0.146055927491		0.52932479053721	0.122156242603032
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z2	0		CLOSA_0345	0.414147170702986		0.631345490389354	0.287635146147799
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z3	0		CLOSA_0346	-1.20063335769636		0.169541646131099	-0.709085627360164
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z4	0		CLOSA_0347	1.85724427966156		0.931493346476097	1.17838459561885
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z5	0		NTH	1.08117474736805		0.820108427796944	0.699356881994941
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R2Z8	0		CLOSA_0351	0.954151956638066		0.797437161163135	0.620952261674785
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R300	0		CLOSA_0353	-0.659008126764357		0.277969443075407	-0.374768294675268
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R301	0		CLOSA_0354	-0.0984582793650157		0.43962543124692	-0.0287697718645765
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R302	0		CLOSA_0355	2.53623666380944		0.965007392804337	1.59749159030421
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R304	0		CLOSA_0357	-1.33464370306772		0.150813208477082	-0.791803304931498
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R305	0		MUTS2	-0.0786635328603074		0.447511089206506	-0.0165514953244673
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R306	0		CLOSA_0359	-0.203606820686464		0.406111384918679	-0.0936725457065637
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R307	0		CLOSA_0360	-0.185889851296153		0.413504189255791	-0.0827367738636672
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R308	0		CLOSA_0361	-1.91031101742167		0.0872350911779202	-1.1471330607435
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R309	0		CLOSA_0362	-0.0783351315903194		0.44800394282898	-0.0163487901505525
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R310	0		CLOSA_0363	0.00697329762119937		0.474125184820108	0.0363077053019527
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R316	0		CLOSA_0369	1.46054703813317		0.893543617545589	0.933523839329826
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R318	0		CLOSA_0371	0.142650206351752		0.528339083292262	0.12005406651869
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R319	0		CLOSA_0372	1.97416997584959		0.940364711680631	1.2505568000131
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R320	0		CLOSA_0373	-0.77537450299077		0.255791030064071	-0.446595259691794
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R322	0		SPEE	0.62232310859356		0.706259241005421	0.416131420527399
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R323	0		CLOSA_0376	1.54525553544222		0.902907836372597	0.985810027747186
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R324	0		CLOSA_0377	-0.962442491952514		0.213405618531296	-0.562062685374312
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R325	0		AGUA	1.19553695642754		0.846722523410547	0.769946777940019
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R326	1	63.6	CLOSA_0379	-10.4275328555353	destabilized	0.00147856086742238	-6.40437501364127
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R327	0		CLOSA_0380	-0.695467515947295		0.268112370625924	-0.397272796029434
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R328	0		CLOSA_0381	-1.25378109728715		0.161655988171513	-0.74189098708768
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R329	0		CLOSA_0382	-1.04374284877969		0.19714144898965	-0.612245204371853
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R332	0		CLOSA_0385	-0.626429513883005		0.285855101034993	-0.354659196466667
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R333	0		CLOSA_0386	-0.236642577832262		0.395761458846723	-0.114063815502479
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R335	0		PROS	-0.237150623176008		0.395268605224248	-0.114377405701945
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R336	0		CLOSA_0389	0.722291046002526		0.738787580088714	0.477836474649539
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R337	0		CLOSA_0390	0.0650634595233576		0.497782158698866	0.0721637675259101
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R338	0		CLOSA_0391	0.945092845597366		0.793001478560867	0.615360539453109
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R339	0		CLOSA_0392	0.106197504738049		0.518974864465254	0.0975536930562478
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R340	0		CLOSA_0393	-0.287246331503344		0.384425825529818	-0.145298903871697
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R341	0		CLOSA_0394	-1.52241235259164		0.128141941843273	-0.907703212257942
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R344	1	71.3	CLOSA_0397	-3.20877992958919	destabilized	0.027599802858551	-1.94861098034323
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R345	0		CLOSA_0398	0.493554945671232		0.656481025135535	0.336649471931967
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R346	0		CLOSA_0399	-0.2087702655597		0.404139970428783	-0.0968596740360829
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R347	0		CLOSA_0400	-0.507557171334706		0.318383440118285	-0.281285427629555
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R348	0		CLOSA_0401	-0.554596914063822		0.304090685066535	-0.310320635779517
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R354	0		CLOSA_2225	-2.1201393574817		0.0734351897486447	-1.27664927779613
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R356	0		CLOSA_2227	0.231000893847582		0.565303104977822	0.174588391172762
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R357	0		CLOSA_2228	0.162740553102885		0.537703302119271	0.132454801851857
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R358	0		CLOSA_2229	0.831823906209493		0.769344504682109	0.545445462515057
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R359	0		CLOSA_2230	-0.350412096020699		0.365204534253327	-0.184287873927813
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R360	0		CLOSA_2231	-1.43604620330144		0.137999014292755	-0.854393840729439
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R361	0		CLOSA_2232	0.80637555705595		0.759980285855101	0.529737508519623
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R362	0		CLOSA_2233	-0.836246454132088		0.240019714144899	-0.48416837700369
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R364	0		CLOSA_2235	3.06216314415619		0.978807294233613	1.92211889356947
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R365	0		CLOSA_2236	0.0227120478200765		0.47905372104485	0.0460224244209795
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R367	0		RUVA	-0.599266108293442		0.294726466239527	-0.337892626549468
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R371	1	71.3	CLOSA_2242	-1.60169874989888	destabilized	0.119763430261212	-0.956642617869346
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R372	1	60.5	HSLO	1.39284209141979	stabilized	0.881222276983736	0.891733066112266
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R373	0		CLOSA_2244	-0.376990249341463		0.354361754558896	-0.200693197790953
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R374	0		CLOSA_2245	-1.87648981050166		0.090685066535239	-1.12625697329421
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R375	0		CLOSA_2246	0.85539890674977		0.774273040906851	0.559997094988139
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R379	0		CLOSA_2250	0.563185929297174		0.688023656973879	0.379629088442802
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R382	1	60.5	CLOSA_2253	0.910001053616372	stabilized	0.785608674223756	0.593700185348054
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R384	0		CLOSA_2255	-0.462637576106997		0.32971907343519	-0.253558877232389
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R386	0		CLOSA_2257	-1.2422467391384		0.16362740266141	-0.734771422432451
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R391	0		CLOSA_2262	0.465753647295076		0.646131099063578	0.319489163682847
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R395	1	60.5	CLOSA_2267	2.56140964568161	stabilized	0.965500246426811	1.61302957427284
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R396	0		CLOSA_2268	0.997763955937109		0.805815672745195	0.647871700515591
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R397	0		CLOSA_2269	-0.567736896054426		0.300640709709216	-0.318431269257701
C. saccharolyticum	lysate	norm_rel_fc_protein_unmodified	D9R398	0		CLOSA_2270	-0.197005070146665		0.407589945786102	-0.0895976254379516
